,0
0,2.153450323535826
1,2.5753738144057197
2,4.043817845606756
3,4.900928810424779
4,4.906145573897828
5,5.916583193175864
6,8.145035099823863
7,8.702760366464396
8,8.72387973976849
9,9.728711109175373
10,9.931759881573827
11,13.206149065474293
12,13.482231404802656
13,18.299808400298605
14,20.17495160017598
15,20.520800471540618
16,23.091398576391402
17,24.284068992888194
18,28.208217689142423
19,30.731880736172773
20,30.764331753262443
21,35.0341932295162
22,36.19669580953208
23,38.336188257715435
24,40.90345883954513
25,41.389049517402285
26,43.264155035444716
27,43.39644417214398
28,44.07353940139813
29,44.958566832576956
30,45.114182415987145
31,45.135916850985346
32,45.69202515110133
33,47.66757212884757
34,51.931662685724845
35,56.37985152416765
36,63.55894168044293
37,64.96898329066401
38,67.2424185400805
39,75.19050682191917
40,82.80523144420886
41,86.95156427257486
42,87.70030594270649
43,95.81699036075872
