minutes,image_processing-0-0.0.1,model_training-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1271,43.264155035444716,9.931759881573827,8.702760366464396,43.39644417214398
1272,82.80523144420886,36.19669580953208,8.145035099823863,67.2424185400805
1273,41.389049517402285,30.731880736172773,2.5753738144057197,30.764331753262443
1274,45.135916850985346,4.906145573897828,23.091398576391402,51.931662685724845
1275,18.299808400298605,35.0341932295162,8.72387973976849,44.958566832576956
1276,86.95156427257486,20.17495160017598,5.916583193175864,38.336188257715435
1277,56.37985152416765,9.728711109175373,4.043817845606756,63.55894168044293
1278,44.07353940139813,2.153450323535826,24.284068992888194,45.69202515110133
1279,87.70030594270649,20.520800471540618,4.900928810424779,47.66757212884757
1280,45.114182415987145,28.208217689142423,13.482231404802656,75.19050682191917
1281,95.81699036075872,64.96898329066401,13.206149065474293,40.90345883954513
