minutes,image_processing-0-0.0.1,model_training-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1271,5.198079247537562,18.349769119755198,4.4069694479617825,10.583160229201676
1272,6.632755274174108,10.650024180763022,5.220222074037549,12.343076725138976
1273,5.130044454899668,11.562209112454537,4.951371370348615,9.650866053191127
1274,5.265992720012849,15.873031372429297,5.941691501412986,11.213089274109068
1275,4.292293343587046,10.844068685894126,5.248163232539075,10.698450357269165
1276,6.7831974180808,13.324367859552224,5.112653438794359,10.20969560494033
1277,5.6739584353090216,18.315876292990893,5.022253995141224,12.071223221161548
1278,5.227446286870624,17.05141653551802,3.6548508587082877,10.752582152176617
1279,6.8103641475136785,13.266638892539364,4.590486009700296,10.898384444043105
1280,5.265204125576975,11.98345802449735,4.176261674890865,12.929673500869063
1281,7.1048632762165305,27.53656230524725,4.189588325723088,10.399169172964115
