,0
0,0.8564461766545209
1,1.1577317955348185
2,1.5168436421575024
3,2.6297810383742135
4,2.7504937139594734
5,3.287781356225005
6,4.523932134161355
7,5.767329222266227
8,9.220524977646152
9,9.467768770309599
10,9.60583846295638
11,9.610314423490168
12,9.810906499553704
13,10.408209602157228
14,11.892376512023581
15,12.662791574772072
16,13.488821609544498
17,15.55016972550064
18,16.7901684995473
19,17.800820184036567
20,19.109245621276834
21,21.708608336627815
22,21.91645850634798
23,22.07489561932553
24,22.25635539769203
25,22.418549339949475
26,23.268579073069603
27,23.949434280102793
28,24.517569671615604
29,24.935139400974602
30,27.249498639521725
31,28.31524619287605
32,28.9993285312805
33,29.564754987853885
34,32.542316914988355
35,33.79357273822571
36,36.42194427620652
37,37.210592060159684
38,45.55295326679236
39,50.90845497409886
40,54.88503405540393
41,69.87604194074102
42,94.28776822009345
43,211.1745497567703
