timestamp,sensor,target,socket,cpu,INSTRUCTION_RETIRED,LLC_MISSES,UNHALTED_CORE_CYCLES,UNHALTED_REFERENCE_CYCLES,time_enabled,time_running
1680648178600,sensor,all,0,3,3576,20,18808,10140,150975,150975
1680648178600,sensor,all,0,11,3226,0,24481,12324,146255,146255
1680648178600,sensor,all,0,10,108993,2268,541824,396162,135379,135379
1680648178600,sensor,all,0,4,3496,4,24561,14352,140278,140278
1680648178600,sensor,all,0,5,3511,3,17212,9282,130142,130142
1680648178600,sensor,all,0,6,216215,2864,205282,147498,126568,126568
1680648178600,sensor,all,0,7,3649,0,17623,10452,121482,121482
1680648178600,sensor,all,0,8,3894,13,22675,13182,117298,117298
1680648178600,sensor,all,0,9,608563,3467,439829,319410,110570,110570
1680648178600,sensor,all,0,0,3493,2,23180,14508,105143,105143
1680648178600,sensor,all,0,1,3476,0,16373,9672,99762,99762
1680648178600,sensor,all,0,2,3127,2,20116,12636,97658,97658
1680648179600,sensor,all,0,3,1710977788,2330149,916145933,773067594,968620051,968620051
1680648179600,sensor,all,0,11,290238070,737606,135894278,121788030,968617809,968617809
1680648179600,sensor,all,0,10,184133135,601649,124535140,131804790,968603691,968603691
1680648179600,sensor,all,0,4,645601109,1172020,272488574,237188796,968610312,968610312
1680648179600,sensor,all,0,5,2572778945,3782527,1017784767,860951754,968599156,968599156
1680648179600,sensor,all,0,6,161649261,638646,89664693,102431082,968596456,968596456
1680648179600,sensor,all,0,7,1300895412,1868216,512698546,429466674,968600609,968600609
1680648179600,sensor,all,0,8,496831215,1340187,245314822,224349450,968602739,968602739
1680648179600,sensor,all,0,9,336983289,462266,1288297515,1027498836,968603626,968603626
1680648179600,sensor,all,0,0,278347852,990207,146395026,139487712,968603945,968603945
1680648179600,sensor,all,0,1,419654862,873617,194528715,174193266,968606677,968606677
1680648179600,sensor,all,0,2,350195738,623818,156333203,136631586,968607567,968607567
1680648180600,sensor,all,0,3,2785626008,4354995,1101007559,848946072,1968714977,1968714977
1680648180600,sensor,all,0,11,151935136,639979,93846967,92544192,1968712397,1968712397
1680648180600,sensor,all,0,10,131756906,1051401,225501179,218870652,1968699224,1968699224
1680648180600,sensor,all,0,4,653048474,1554367,360804197,289068936,1968705351,1968705351
1680648180600,sensor,all,0,5,2523173504,4207449,1025820774,802768980,1968694325,1968694325
1680648180600,sensor,all,0,6,442776823,825955,217690125,191004372,1968689892,1968689892
1680648180600,sensor,all,0,7,1564923120,2369752,618793220,495840384,1968685471,1968685471
1680648180600,sensor,all,0,8,25696685,207162,32395871,30060342,1968680300,1968680300
1680648180600,sensor,all,0,9,336323590,511808,1859823584,1470776502,1968673434,1968673434
1680648180600,sensor,all,0,0,188047779,999777,116817433,115640616,1968669495,1968669495
