minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,dd-0-0.0.1
1361,1.5862179630833635,-3.600782961130777,2.678765016244118
1362,1.524813593165262,-4.99186835322266,2.598392135590461
1363,1.2503702190854749,-4.624151394238946,2.475311040895535
1364,0.917939479165787,-4.202934858259619,2.710366545240627
1365,1.044505909398677,-4.213702278298243,2.5913131702938785
1366,0.9137914527478344,-4.122076659439225,2.7829180904289474
1367,1.3511955361851458,-4.9503667851061035,2.6539768190844386
1368,0.7350709909164721,-4.072743576208374,2.779020782209109
1369,0.9560958575595023,-4.40251413404211,2.8069034628849505
1370,0.7985293355436667,-3.572262415896253,2.5064800952335937
1371,1.7658881921306113,-5.434259138853473,2.5763354914312875
1372,0.5620727101267339,-3.5948313522306465,2.7314118995094816
1373,1.0022306513195716,-3.779877427714354,2.506986894703022
1374,1.4716498737349946,-5.042743776372096,2.7175618553988974
1375,1.487898663263309,-5.629582048772893,2.613225141261473
1376,0.7140167835864228,-3.966537256123162,2.7178969010684115
1377,1.2504790429691257,-4.679762678890741,2.8356872632068053
1378,0.7820254683561084,-4.430898085182223,3.0034713731248806
1379,0.9273546799847366,-4.119254105847399,2.7088215656551844
1380,1.584984690306879,-5.232451597392715,2.575274992054503
1381,0.6412983862747964,-3.4831719317093355,2.656890160497123
1382,1.8427903599717341,-6.007292381358031,2.7580878364293215
1383,0.7959837887083855,-4.155407741449074,2.695890691128966
1384,-2.0568833363471923,-3.901737355078133,1.980441223712188
