minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,dd-0-0.0.1
1361,0.9166666666666666,3.55,0.31666666666666665
1362,0.8,3.6666666666666665,0.3
1363,0.8833333333333333,3.6166666666666667,0.35
1364,1.0666666666666667,3.45,0.26666666666666666
1365,0.9666666666666667,3.5166666666666666,0.31666666666666665
1366,1.0833333333333333,3.433333333333333,0.23333333333333334
1367,0.85,3.6166666666666667,0.26666666666666666
1368,1.15,3.4166666666666665,0.21666666666666667
1369,1.0666666666666667,3.45,0.2
1370,1.25,3.3,0.45
1371,0.65,3.7666666666666666,0.2833333333333333
1372,1.3333333333333333,3.3,0.26666666666666666
1373,1.15,3.3666666666666667,0.45
1374,0.8,3.7,0.2
1375,0.6666666666666666,3.8,0.23333333333333334
1376,1.2,3.35,0.26666666666666666
1377,0.8833333333333333,3.65,0.16666666666666666
1378,1.1166666666666667,3.45,0.11666666666666667
1379,1.1,3.4833333333333334,0.25
1380,0.7333333333333333,3.7,0.26666666666666666
1381,1.3166666666666667,3.283333333333333,0.3333333333333333
1382,0.5833333333333334,3.816666666666667,0.16666666666666666
1383,1.1,3.433333333333333,0.3
1384,0.7333333333333333,1.1666666666666667,0.1
