,image_processing-0-0.0.1,video_processing-0-0.0.1,dd-0-0.0.1
0,39.667635,198.60342699999998,1.4252989999999999
1,34.488851,203.757518,1.421468
2,39.70870800000001,198.174414,1.740706
3,46.74578599999999,190.97202499999997,1.277938
4,44.00449799999999,194.282142,1.385659
5,47.166095999999996,191.62904,0.9223149999999999
6,37.61093699999999,201.00424900000002,1.093813
7,50.466154,186.969136,1.057986
8,44.982699000000004,193.88498399999997,0.874353
9,53.409204,184.23086700000002,1.9904399999999998
10,29.254519000000002,209.19067499999997,1.237072
11,56.941230000000004,181.35010200000002,1.347044
12,49.755798000000006,187.917059,1.966835
13,34.548992,204.12635099999997,1.013271
14,28.603211,209.907183,1.1919119999999999
15,51.132343,187.33455,1.222917
16,40.712855999999995,198.15573799999999,0.838934
17,48.467116000000004,190.69032899999996,0.5727150000000001
18,48.572633999999994,189.884365,1.256396
19,31.905532,206.50080499999999,1.304775
20,56.657176,181.38100699999998,1.595316
21,25.788879,213.20812199999995,0.7232130000000001
22,48.92402499999998,189.28130400000006,1.4271729999999998
23,31.064685000000004,65.150746,0.5078480000000001
