seconds,perf_rapl,energy_ram,retired_instructions,igpm,voltage,current,power_factor,discard,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,hw_cpu_hz_mean,hw_cpu_hz_max,hw_cpu_hz_min,hw_cpu_hz_std,hw_cpu0_hz,hw_cpu1_hz,hw_cpu2_hz,hw_cpu3_hz,hw_cpu4_hz,hw_cpu5_hz,hw_cpu6_hz,hw_cpu7_hz,hw_cpu8_hz,hw_cpu9_hz,hw_cpu10_hz,hw_cpu11_hz,kern_cpu_hz_mean,kern_cpu_hz_max,kern_cpu_hz_min,kern_cpu_hz_std,kern_cpu0_hz,kern_cpu1_hz,kern_cpu2_hz,kern_cpu3_hz,kern_cpu4_hz,kern_cpu5_hz,kern_cpu6_hz,kern_cpu7_hz,kern_cpu8_hz,kern_cpu9_hz,kern_cpu10_hz,kern_cpu11_hz,cpu_pct_process,x_rest
76189,19.44,,,36.058,,,,,8520169008.0,9384.0,0.016669183333333334,1.0,14.325888,2.07,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007832.8333333333,942138.0,3926320.0,798050.2543090915,3926320.0,2337906.0,1540881.0,2415455.0,942138.0,1865491.0,1233331.0,2474904.0,1305481.0,1416448.0,1838405.0,2797234.0,2.0,16.618
76190,17.78,,,36.058,,,,,8520169008.0,9384.0,0.016669183333333334,1.0,14.325888,2.07,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007832.8333333333,942138.0,3926320.0,798050.2543090915,3926320.0,2337906.0,1540881.0,2415455.0,942138.0,1865491.0,1233331.0,2474904.0,1305481.0,1416448.0,1838405.0,2797234.0,3.0,18.278
76191,17.68,,,36.058,,,,,8533238016.0,11676.0,0.033341216666666666,2.0,13.069008,2.07,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2264342.0,976460.0,4005066.0,946808.2271167694,3502819.0,1369376.0,976460.0,3624018.0,1047890.0,2421107.0,1899442.0,2347702.0,2082345.0,2008379.0,1887500.0,4005066.0,3.2,18.378
76192,18.69,,,36.058,,,,,8546225676.0,15084.0,0.05000251666666666,3.0,12.98766,2.07,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2264342.0,976460.0,4005066.0,946808.2271167694,3502819.0,1369376.0,976460.0,3624018.0,1047890.0,2421107.0,1899442.0,2347702.0,2082345.0,2008379.0,1887500.0,4005066.0,3.4,17.368
76193,22.2,,,36.058,,,,,8559944292.0,19260.0,0.06667375,4.0,13.718616,1.9,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2252421.333333333,989237.0,4043914.0,918329.0418933304,1038873.0,1881788.0,989237.0,1770014.0,1717990.0,2276925.0,2490365.0,3538688.0,3321373.0,2282939.0,1676950.0,4043914.0,3.3,13.858
76194,19.53,,,36.058,,,,,8576229348.0,22200.0,0.08334086666666667,5.0,16.285056,1.9,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2252421.333333333,989237.0,4043914.0,918329.0418933304,1038873.0,1881788.0,989237.0,1770014.0,1717990.0,2276925.0,2490365.0,3538688.0,3321373.0,2282939.0,1676950.0,4043914.0,3.7,16.528
76195,20.23,,,36.058,122.72,0.31263,0.9399,0.0,8590606656.0,13200.0,0.10001726666666667,6.0,14.377308,1.9,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2225778.1666666665,1030800.0,4024054.0,1115589.4449805324,1507289.0,1030800.0,1034051.0,1726435.0,1043699.0,1650340.0,2464089.0,4024054.0,3711861.0,2997170.0,3969713.0,1549837.0,3.7,15.828
76196,19.49,,,36.31160730593607,122.73,0.28275,0.9304,0.0,8605516248.0,6732.0,0.11667346666666667,7.0,14.909592,1.9,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2225778.1666666665,1030800.0,4024054.0,1115589.4449805324,1507289.0,1030800.0,1034051.0,1726435.0,1043699.0,1650340.0,2464089.0,4024054.0,3711861.0,2997170.0,3969713.0,1549837.0,3.7,16.821607305936073
76197,20.73,,,35.49657924905004,122.77,0.28078,0.8776,0.0,8619861672.0,10860.0,0.13334046666666666,8.0,14.345424,1.75,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1779716.6666666667,838054.0,4025333.0,1096599.5805403276,1250136.0,3705099.0,987619.0,1851804.0,1144792.0,1830534.0,941764.0,958432.0,4025333.0,2927280.0,838054.0,895753.0,3.8,14.766579249050043
76198,19.77,,,36.45230652878935,122.72,0.3137,0.891,0.0,8635039668.0,20340.0,0.15001673333333335,9.0,15.177996,1.75,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1779716.6666666667,838054.0,4025333.0,1096599.5805403276,1250136.0,3705099.0,987619.0,1851804.0,1144792.0,1830534.0,941764.0,958432.0,4025333.0,2927280.0,838054.0,895753.0,3.7,16.68230652878935
76199,21.88,,,36.292062629795254,122.75,0.29402,0.9405,0.0,8649579552.0,17016.0,0.16668168333333336,10.0,14.539884,1.75,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2537436.583333333,894984.0,4062953.0,1235864.774440247,1064091.0,894984.0,992446.0,3197982.0,1435104.0,1847168.0,3971324.0,4048308.0,3925521.0,2923086.0,2086272.0,4062953.0,3.8,14.412062629795255
76200,22.41,,,38.706617062703856,122.7,0.33804,0.9576,0.0,8665624980.0,14148.0,0.18334438333333333,11.0,16.045428,1.75,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2537436.583333333,894984.0,4062953.0,1235864.774440247,1064091.0,894984.0,992446.0,3197982.0,1435104.0,1847168.0,3971324.0,4048308.0,3925521.0,2923086.0,2086272.0,4062953.0,3.8,16.296617062703856
76201,22.91,,,39.84181604649688,122.69,0.37054,0.8766,0.0,8682084384.0,20832.0,0.20000945,12.0,16.459404,1.75,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2667254.25,923888.0,4053263.0,1119485.7972468226,1423195.0,3973644.0,1469634.0,2475657.0,1951762.0,923888.0,3908491.0,4042246.0,4053263.0,3223617.0,1647620.0,2914034.0,3.7,16.93181604649688
76202,20.03,,,40.458802976432615,122.66,0.34306,0.959,0.0,8698935180.0,22440.0,0.2166853,13.0,16.850796,1.75,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2667254.25,923888.0,4053263.0,1119485.7972468226,1423195.0,3973644.0,1469634.0,2475657.0,1951762.0,923888.0,3908491.0,4042246.0,4053263.0,3223617.0,1647620.0,2914034.0,3.8,20.428802976432614
