timestamp,perf_rapl,energy_ram,retired_instructions,igpm,voltage,current,power_factor,discard,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,hw_cpu_hz_mean,hw_cpu_hz_max,hw_cpu_hz_min,hw_cpu_hz_std,hw_cpu0_hz,hw_cpu1_hz,hw_cpu2_hz,hw_cpu3_hz,hw_cpu4_hz,hw_cpu5_hz,hw_cpu6_hz,hw_cpu7_hz,hw_cpu8_hz,hw_cpu9_hz,hw_cpu10_hz,hw_cpu11_hz,kern_cpu_hz_mean,kern_cpu_hz_max,kern_cpu_hz_min,kern_cpu_hz_std,kern_cpu0_hz,kern_cpu1_hz,kern_cpu2_hz,kern_cpu3_hz,kern_cpu4_hz,kern_cpu5_hz,kern_cpu6_hz,kern_cpu7_hz,kern_cpu8_hz,kern_cpu9_hz,kern_cpu10_hz,kern_cpu11_hz,cpu_pct_process,cpu_time_process,x_rest
2023-04-07 21:09:49.001023,19.44,,,36.058,,,,,8520169008,9384,0.016669183333333334,1,14.325888,2.07,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007832.8333333333,942138.0,3926320.0,798050.2543090915,3926320.0,2337906.0,1540881.0,2415455.0,942138.0,1865491.0,1233331.0,2474904.0,1305481.0,1416448.0,1838405.0,2797234.0,2.0,00:00:00,16.618
2023-04-07 21:09:50.002117,17.78,,,36.058,,,,,8520169008,9384,0.016669183333333334,1,14.325888,2.07,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007832.8333333333,942138.0,3926320.0,798050.2543090915,3926320.0,2337906.0,1540881.0,2415455.0,942138.0,1865491.0,1233331.0,2474904.0,1305481.0,1416448.0,1838405.0,2797234.0,3.0,00:00:00,18.278
2023-04-07 21:09:51.002802,17.68,,,36.058,,,,,8533238016,11676,0.033341216666666666,2,13.069008,2.07,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2264342.0,976460.0,4005066.0,946808.2271167694,3502819.0,1369376.0,976460.0,3624018.0,1047890.0,2421107.0,1899442.0,2347702.0,2082345.0,2008379.0,1887500.0,4005066.0,3.2,00:00:00,18.378
2023-04-07 21:09:52.003924,18.69,,,36.058,,,,,8546225676,15084,0.05000251666666666,3,12.98766,2.07,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2264342.0,976460.0,4005066.0,946808.2271167694,3502819.0,1369376.0,976460.0,3624018.0,1047890.0,2421107.0,1899442.0,2347702.0,2082345.0,2008379.0,1887500.0,4005066.0,3.4,00:00:00,17.368
2023-04-07 21:09:53.005005,22.2,,,36.058,,,,,8559944292,19260,0.06667375,4,13.718616,1.9,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2252421.333333333,989237.0,4043914.0,918329.0418933304,1038873.0,1881788.0,989237.0,1770014.0,1717990.0,2276925.0,2490365.0,3538688.0,3321373.0,2282939.0,1676950.0,4043914.0,3.3,00:00:00,13.858
2023-04-07 21:09:54.006099,19.53,,,36.058,,,,,8576229348,22200,0.08334086666666667,5,16.285056,1.9,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2252421.333333333,989237.0,4043914.0,918329.0418933304,1038873.0,1881788.0,989237.0,1770014.0,1717990.0,2276925.0,2490365.0,3538688.0,3321373.0,2282939.0,1676950.0,4043914.0,3.7,00:00:00,16.528
2023-04-07 21:09:55.006298,20.23,,,36.058,122.72,0.31263,0.9399,0.0,8590606656,13200,0.10001726666666667,6,14.377308,1.9,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2225778.1666666665,1030800.0,4024054.0,1115589.4449805324,1507289.0,1030800.0,1034051.0,1726435.0,1043699.0,1650340.0,2464089.0,4024054.0,3711861.0,2997170.0,3969713.0,1549837.0,3.7,00:00:00,15.828
2023-04-07 21:09:56.007413,19.49,,,36.31160730593607,122.73,0.28275,0.9304,0.0,8605516248,6732,0.11667346666666667,7,14.909592,1.9,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2225778.1666666665,1030800.0,4024054.0,1115589.4449805324,1507289.0,1030800.0,1034051.0,1726435.0,1043699.0,1650340.0,2464089.0,4024054.0,3711861.0,2997170.0,3969713.0,1549837.0,3.7,00:00:00,16.821607305936073
2023-04-07 21:09:57.008540,20.73,,,35.49657924905004,122.77,0.28078,0.8776,0.0,8619861672,10860,0.13334046666666666,8,14.345424,1.75,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1779716.6666666667,838054.0,4025333.0,1096599.5805403276,1250136.0,3705099.0,987619.0,1851804.0,1144792.0,1830534.0,941764.0,958432.0,4025333.0,2927280.0,838054.0,895753.0,3.8,00:00:00,14.766579249050043
2023-04-07 21:09:58.009624,19.77,,,36.45230652878935,122.72,0.3137,0.891,0.0,8635039668,20340,0.15001673333333335,9,15.177996,1.75,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1779716.6666666667,838054.0,4025333.0,1096599.5805403276,1250136.0,3705099.0,987619.0,1851804.0,1144792.0,1830534.0,941764.0,958432.0,4025333.0,2927280.0,838054.0,895753.0,3.7,00:00:00,16.68230652878935
