minutes,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,cp
1058,5.731746716666667,2.6167278833333336,3.3581615833333345,0.0
1060,2.342949416666667,1.0918741000000003,2.711702449999999,0.0
1061,2.349310983333334,1.2704079333333331,2.803424399999998,0.0
1062,2.594237433333333,1.2796865666666664,3.5929744166666664,0.0
1063,2.2124162166666674,0.8544915166666667,3.07262825,0.0
1064,2.72229895,0.9965010999999999,4.665562050000001,0.0
1065,2.4823139,1.2160517666666668,3.822622133333333,0.0
1066,2.3772532166666673,1.4941160666666662,4.734894933333333,0.0
1067,2.992037116666666,1.317445383333333,5.425035033333334,0.0
1068,2.6240174333333335,1.0316501333333332,5.469704883333333,0.0
1069,3.6501699833333334,1.3643598333333338,4.710009400000001,0.0
1070,2.709963383333333,1.1900704166666674,5.5405100166666665,0.0
