minutes,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,cp
1058,15.040936795130364,14.499763949189685,20.8826103216097,0.0
1060,15.621645937591092,15.147853628301581,33.62403627718589,0.0
1061,14.735882111193556,14.824933174278964,37.29629252716413,0.0
1062,13.476667178866961,12.892009218069862,36.0076244954389,0.0
1063,14.775950819888665,15.282922852805042,46.268333695105746,0.0
1064,11.833313344876142,11.5890298343161,37.9318069663837,0.0
1065,12.219321134587647,12.570133718085884,45.43327727156531,0.0
1066,11.080793055479814,11.225636571752164,39.89178037489097,0.0
1067,10.32549702730966,10.061750521074602,31.657238936170415,0.0
1068,10.947397646799548,10.610521090884694,42.279537237641975,0.0
1069,10.578370055172385,10.35663619033245,43.01130211844312,0.0
1070,,,,
