timestamp,sensor,target,socket,cpu,INSTRUCTION_RETIRED,UNHALTED_CORE_CYCLES,time_enabled,time_running
1689913360652,sensor,all,0,13,17111,70405,2334087,2334087
1689913360652,sensor,all,0,12,17029,101000,2269877,2269877
1689913360652,sensor,all,0,15,17126,69598,2182516,2182516
1689913360652,sensor,all,0,14,11409,58818,2152629,2152629
1689913360652,sensor,all,0,17,500967,2096620,2124988,2124988
1689913360652,sensor,all,0,0,23323,88157,2091910,2091910
1689913360652,sensor,all,0,16,182153,2034544,2062946,2062946
1689913360652,sensor,all,0,1,7832,48372,1947650,1947650
1689913360652,sensor,all,0,19,17144,104744,1970450,1970450
1689913360652,sensor,all,0,2,15006,84572,1877343,1877343
1689913360652,sensor,all,0,18,7806,47444,1780235,1780235
1689913360652,sensor,all,0,3,7818,47639,1704123,1704123
1689913360652,sensor,all,0,22,7890,49155,1597096,1597096
1689913360652,sensor,all,0,4,14655,65516,1624513,1624513
1689913360652,sensor,all,0,5,7910,49017,1409900,1409900
1689913360652,sensor,all,0,23,14555,65649,1518706,1518706
1689913360652,sensor,all,0,20,10328,32584,1303306,1303306
1689913360652,sensor,all,0,6,7843,50796,1381606,1381606
1689913360652,sensor,all,0,7,10318,32571,1106123,1106123
1689913360652,sensor,all,0,21,10353,34045,1214795,1214795
1689913360652,sensor,all,0,8,10416,32688,1024724,1024724
1689913360652,sensor,all,0,9,10434,32499,899804,899804
1689913360652,sensor,all,0,11,10397,50874,834203,834203
1689913360652,sensor,all,0,10,10440,32913,766555,766555
1689913361653,sensor,all,0,13,1106111,3880433,981075813,981075813
1689913361653,sensor,all,0,12,102547313,100842144,981020448,981020448
1689913361653,sensor,all,0,15,858285,2147751,980985096,980985096
1689913361653,sensor,all,0,14,526148,2573092,981008300,981008300
1689913361653,sensor,all,0,17,2072418,3728333,980982701,980982701
1689913361653,sensor,all,0,0,2304487,4598943,980997912,980997912
1689913361653,sensor,all,0,16,511216,2086218,980975206,980975206
1689913361653,sensor,all,0,1,7225364,10808091,980962927,980962927
1689913361653,sensor,all,0,19,1522441,2092180,980929225,980929225
1689913361653,sensor,all,0,2,1868931,6222821,980933279,980933279
1689913361653,sensor,all,0,18,2023648,4957993,980888647,980888647
1689913361653,sensor,all,0,3,585395,1791772,980865649,980865649
1689913361653,sensor,all,0,22,91211,518479,980864963,980864963
1689913361653,sensor,all,0,4,1377912,3360131,980838989,980838989
1689913361653,sensor,all,0,5,5616580,9540287,980772886,980772886
1689913361653,sensor,all,0,23,3251335,19644778,980831979,980831979
1689913361653,sensor,all,0,20,430702,1666698,980778567,980778567
1689913361653,sensor,all,0,6,45164784,45837027,980796643,980796643
1689913361653,sensor,all,0,7,8178432,13875553,980674957,980674957
1689913361653,sensor,all,0,21,285660748,113432275,980733608,980733608
1689913361653,sensor,all,0,8,70807356,71155220,980654582,980654582
1689913361653,sensor,all,0,9,3305741,7421904,980582816,980582816
1689913361653,sensor,all,0,11,4016642,6405846,980569276,980569276
1689913361653,sensor,all,0,10,3272809,8293218,980553598,980553598
1689913362653,sensor,all,0,13,1102524,3889185,1981450378,1981450378
1689913362653,sensor,all,0,12,580054,1358805,1981393861,1981393861
1689913362653,sensor,all,0,15,796090,1778262,1981360807,1981360807
1689913362653,sensor,all,0,14,459770,2388910,1981383362,1981383362
1689913362653,sensor,all,0,17,359979,960155,1981364535,1981364535
1689913362653,sensor,all,0,0,9240620,13945337,1981398175,1981398175
1689913362653,sensor,all,0,16,326608,2275191,1981375547,1981375547
1689913362653,sensor,all,0,1,7231392,10170275,1981366482,1981366482
1689913362653,sensor,all,0,19,1459384,1669247,1981331193,1981331193
1689913362653,sensor,all,0,2,1515463,5199268,1981338165,1981338165
1689913362653,sensor,all,0,18,73112,372668,1981292568,1981292568
1689913362653,sensor,all,0,3,467982,1319651,1981267734,1981267734
1689913362653,sensor,all,0,22,712111,1522543,1981303044,1981303044
1689913362653,sensor,all,0,4,278644,1218841,1981254630,1981254630
1689913362653,sensor,all,0,5,230211,1043501,1981231898,1981231898
1689913362653,sensor,all,0,23,4021247,18776041,1981286426,1981286426
1689913362653,sensor,all,0,20,393327,1328155,1981233219,1981233219
1689913362653,sensor,all,0,6,72739,343270,1981257420,1981257420
1689913362653,sensor,all,0,7,4524009,9935133,1981152231,1981152231
1689913362653,sensor,all,0,21,129879,674848,1981188489,1981188489
1689913362653,sensor,all,0,8,68277133,62375245,1981138916,1981138916
1689913362653,sensor,all,0,9,907082,2984054,1981057374,1981057374
1689913362653,sensor,all,0,11,29022,232552,1981044361,1981044361
1689913362653,sensor,all,0,10,561117,2674543,1981027311,1981027311
1689913363654,sensor,all,0,13,1354950,5174264,2981825475,2981825475
1689913363654,sensor,all,0,12,644294,1538493,2981769498,2981769498
1689913363654,sensor,all,0,15,1226335,3480074,2981732966,2981732966
1689913363654,sensor,all,0,14,483506,2328632,2981755434,2981755434
1689913363654,sensor,all,0,17,315050,844785,2981733467,2981733467
1689913363654,sensor,all,0,0,48109406,28996545,2981756706,2981756706
1689913363654,sensor,all,0,16,374430,2469879,2981733616,2981733616
1689913363654,sensor,all,0,1,2037322,3929500,2981723482,2981723482
1689913363654,sensor,all,0,19,1505637,1853131,2981688679,2981688679
1689913363654,sensor,all,0,2,1636621,5289692,2981693898,2981693898
1689913363654,sensor,all,0,18,1444297,2990572,2981667624,2981667624
1689913363654,sensor,all,0,3,7244545,9678887,2981643042,2981643042
1689913363654,sensor,all,0,22,1209143,2724116,2981644766,2981644766
1689913363654,sensor,all,0,4,257437,919613,2981615876,2981615876
1689913363654,sensor,all,0,5,249341,1164569,2981555111,2981555111
1689913363654,sensor,all,0,23,2895554,16795250,2981611660,2981611660
1689913363654,sensor,all,0,20,1916238,3599216,2981555687,2981555687
1689913363654,sensor,all,0,6,172633,674522,2981580224,2981580224
1689913363654,sensor,all,0,7,252891,1022485,2981458838,2981458838
1689913363654,sensor,all,0,21,3682855,3601193,2981513062,2981513062
1689913363654,sensor,all,0,8,68509962,62523811,2981430262,2981430262
1689913363654,sensor,all,0,9,953931,3182137,2981367154,2981367154
1689913363654,sensor,all,0,11,63996,390103,2981359666,2981359666
1689913363654,sensor,all,0,10,472669,2267389,2981342753,2981342753
1689913364654,sensor,all,0,13,1046781,3600850,3982184513,3982184513
1689913364654,sensor,all,0,12,558662,1282901,3982127834,3982127834
1689913364654,sensor,all,0,15,1322882,2271129,3982091620,3982091620
1689913364654,sensor,all,0,14,730906,2977992,3982112904,3982112904
1689913364654,sensor,all,0,17,408319,987375,3982089483,3982089483
1689913364654,sensor,all,0,0,2356716,4270780,3982111625,3982111625
1689913364654,sensor,all,0,16,327180,2247718,3982088108,3982088108
1689913364654,sensor,all,0,1,7122142,9303342,3982078217,3982078217
1689913364654,sensor,all,0,19,1487055,1758338,3982043926,3982043926
1689913364654,sensor,all,0,2,1753424,6320461,3982049459,3982049459
1689913364654,sensor,all,0,18,1429555,2612156,3982003367,3982003367
1689913364654,sensor,all,0,3,202059,824996,3981978179,3981978179
1689913364654,sensor,all,0,22,3125298,5846875,3981986693,3981986693
1689913364654,sensor,all,0,4,359952,1037593,3981961026,3981961026
1689913364654,sensor,all,0,5,286861,1329069,3981923482,3981923482
1689913364654,sensor,all,0,23,3692139,21222531,3981955717,3981955717
1689913364654,sensor,all,0,20,4158210,6356838,3981940245,3981940245
1689913364654,sensor,all,0,6,72022,356638,3981966552,3981966552
1689913364654,sensor,all,0,7,450303,1872886,3981852366,3981852366
1689913364654,sensor,all,0,21,83727,431336,3981899257,3981899257
1689913364654,sensor,all,0,8,68307678,59023134,3981829512,3981829512
1689913364654,sensor,all,0,9,979185,3205294,3981757797,3981757797
1689913364654,sensor,all,0,11,32240,259313,3981744204,3981744204
1689913364654,sensor,all,0,10,412693,2008014,3981727714,3981727714
1689913365654,sensor,all,0,13,1001470,3464331,4982543510,4982543510
1689913365654,sensor,all,0,12,661259,1599143,4982487025,4982487025
1689913365654,sensor,all,0,15,647971,1325700,4982449839,4982449839
1689913365654,sensor,all,0,14,577923,2751501,4982471391,4982471391
1689913365654,sensor,all,0,17,381044,1178937,4982446500,4982446500
1689913365654,sensor,all,0,0,2412435,4360572,4982467351,4982467351
1689913365654,sensor,all,0,16,356269,2423242,4982444304,4982444304
1689913365654,sensor,all,0,1,7222060,9519339,4982432576,4982432576
1689913365654,sensor,all,0,19,1489522,1760434,4982399338,4982399338
1689913365654,sensor,all,0,2,1923160,6961137,4982402053,4982402053
1689913365654,sensor,all,0,18,213795,899517,4982355197,4982355197
1689913365654,sensor,all,0,3,345126,1262167,4982329512,4982329512
1689913365654,sensor,all,0,22,408983,1141981,4982376110,4982376110
1689913365654,sensor,all,0,4,145725,609725,4982346706,4982346706
1689913365654,sensor,all,0,5,183888,990598,4982301102,4982301102
1689913365654,sensor,all,0,23,4135999,21458919,4982358596,4982358596
1689913365654,sensor,all,0,20,411539,1507125,4982300352,4982300352
1689913365654,sensor,all,0,6,137173,635512,4982325518,4982325518
1689913365654,sensor,all,0,7,490593,2246581,4982211656,4982211656
1689913365654,sensor,all,0,21,291400,1027915,4982265913,4982265913
1689913365654,sensor,all,0,8,68398611,58455288,4982182935,4982182935
1689913365654,sensor,all,0,9,941730,3184159,4982110280,4982110280
1689913365654,sensor,all,0,11,61980,411118,4982096503,4982096503
1689913365654,sensor,all,0,10,447682,2203348,4982085255,4982085255
1689913366655,sensor,all,0,13,991958,3382392,5982925206,5982925206
1689913366655,sensor,all,0,12,592319,1312068,5982868252,5982868252
1689913366655,sensor,all,0,15,626028,951345,5982831820,5982831820
1689913366655,sensor,all,0,14,444983,2271215,5982854227,5982854227
1689913366655,sensor,all,0,17,260519,649200,5982830056,5982830056
1689913366655,sensor,all,0,0,1603308,2868547,5982851506,5982851506
1689913366655,sensor,all,0,16,332979,2261831,5982845150,5982845150
1689913366655,sensor,all,0,1,7353149,9598147,5982842269,5982842269
1689913366655,sensor,all,0,19,1453118,1584055,5982807296,5982807296
1689913366655,sensor,all,0,2,1360911,4828570,5982767023,5982767023
1689913366655,sensor,all,0,18,68742,361103,5982729124,5982729124
1689913366655,sensor,all,0,3,164952,666547,5982704688,5982704688
1689913366655,sensor,all,0,22,1026069,2155813,5982702282,5982702282
1689913366655,sensor,all,0,4,73774,329100,5982677747,5982677747
1689913366655,sensor,all,0,5,156315,854330,5982650135,5982650135
1689913366655,sensor,all,0,23,4028551,18451942,5982675382,5982675382
1689913366655,sensor,all,0,20,394763,1373764,5982662725,5982662725
1689913366655,sensor,all,0,6,29148,231843,5982680011,5982680011
1689913366655,sensor,all,0,7,354180,1619218,5982573903,5982573903
1689913366655,sensor,all,0,21,130808,554920,5982623642,5982623642
1689913366655,sensor,all,0,8,68254662,57200445,5982537590,5982537590
1689913366655,sensor,all,0,9,918751,3036159,5982481876,5982481876
1689913366655,sensor,all,0,11,29000,231795,5982469448,5982469448
1689913366655,sensor,all,0,10,415827,1982686,5982452450,5982452450
