minutes,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1325,5.067335956737477,17.742847842786006,21.50642399953668
1326,5.2833905693373655,11.8111714966198,28.99778042074874
1327,4.829843743935974,19.60250418662983,31.735200964039894
1328,3.9251761519125146,18.69662999989468,36.11676302661807
1329,3.968612554406451,17.861630769946068,29.319354569624885
1330,4.2214564851774,28.52341426633047,28.716141753009776
1331,4.401716110016816,31.412188497783685,45.751132714819725
1332,3.7288387968646446,25.16015195457637,27.948191319389853
1333,4.425921774665638,20.20691745255923,28.505213591279272
1334,4.0218049590477545,24.2589963993097,23.592163408045373
1335,4.886301045942627,21.45273572595804,26.209856604236517
