minutes,image_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
1325,12.7715804113574,8.504564362193145,15.866887210351626
1326,8.501866659626724,8.867171139065992,21.393817554070132
1327,14.110190241264103,8.105978630650204,23.4134161172081
1328,13.45812778088715,6.587665294325188,26.646020061665872
1329,12.85708222702776,6.660565075161832,21.631066701119988
1330,20.531601360545583,7.084915759858866,21.186031779215877
1331,22.610986401446027,7.387447424315274,33.754010548081446
1332,18.110672350746302,6.258150202576184,20.619457674955196
1333,14.545256398394402,7.428072051277666,21.03041439941639
1334,17.462006435375272,6.749838459187281,17.405692171404468
1335,15.442015948926226,8.20073152699073,19.336958973182604
