minutes,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1325,3.286960945502253,14.420389183208584,15.151145181075064
1326,3.579702425570752,9.69651289066668,14.159690323534761
1327,2.8999229094414494,12.315972278987509,14.590088731566158
1328,3.139218376339732,10.338659645267253,15.912257473532783
1329,3.4735925368988267,10.03777136646251,11.73819816748476
1330,3.58265503766063,13.738100236726225,15.2262902069398
1331,3.8262524573837435,13.409790570965825,21.45615124693618
1332,3.7848718035491897,14.49928242150159,15.653224987892711
1333,4.387164176264961,11.495731881041737,15.963097492435088
1334,3.618747440875048,11.736709705428419,17.408293797314666
1335,4.4957197391274315,13.869530985864127,17.180352031741354
1336,,,
