minute,perf_rapl,igpm,x_rest
1325,34.057826086956524,55.719626827106005,21.661800740149477
1326,35.20666666666667,57.44655385554554,22.23988718887887
1327,28.573833333333333,49.087823655670924,20.51399032233759
1328,32.899166666666666,53.789046559789185,20.889879893122515
1329,32.3205,54.50194077397153,22.18144077397153
1330,32.1705,53.369676791299284,21.199176791299283
1331,27.609333333333332,47.87106279524396,20.261729461910626
1332,32.932,54.58768714172515,21.655687141725146
1333,31.991833333333332,52.89725426184571,20.90542092851238
1334,33.01833333333333,55.37963761715897,22.361304283825636
1335,35.092333333333336,57.76341117786168,22.67107784452834
1336,19.438,36.400078930140054,16.96207893014006
