minutes,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1325,1.5541576763074967,5.67699215992013,3.820436903373762
1326,1.6421185661173225,2.7710140897684643,4.634305802423886
1327,1.195848477643953,3.8692142992268583,4.533177475322802
1328,0.980245777755667,3.6608968010809932,5.6999387652973805
1329,1.086704120241596,3.4379695252290774,4.781598239272755
1330,1.168447907806946,5.741461117302392,3.9544977071129077
1331,0.9920205252983182,4.567612344184001,6.9199434238497775
1332,1.0717231481121228,5.1843865541651635,4.0237995701664255
1333,1.5526892777746837,3.956779179848053,3.8625468720751743
1334,1.3665199057941333,5.296377978367988,3.95086167870539
1335,1.3560662535954586,3.492676612039114,4.788941966739725
1336,1.1189650567214842,3.730890893011969,6.146725980900255
1337,1.6798554383001716,6.977867520829645,2.478743105297156
