minutes,image_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
1325,4.2949680891669875,3.1968835065158894,3.7299043596982866
1326,2.959193735589929,3.507782564118023,4.692426748234654
1327,4.704768357336628,3.3102032380950117,4.795824471722885
1328,4.206171273485627,2.5749711447642705,5.952087982084898
1329,4.107494844195763,2.651634923296801,4.519381471090064
1330,6.819124492943435,2.686227388573766,4.575059824747026
1331,7.729306816032708,2.8219572837464177,7.534834762414868
1332,5.826340519741272,2.3388362223127745,4.661564966797686
1333,4.39051417370272,2.925121496884363,5.425822323469257
1334,5.10553368388163,2.5877958369311123,4.242592583804774
1335,4.592643265392124,3.128884024958138,4.423743708767821
