minutes,image_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
1325,10.380022510946478,5.516541858621308,11.178125740521049
1326,6.97970219832915,6.007853028826243,10.446655813252521
1327,8.865230187333841,4.866971765697141,10.764192703434553
1328,7.441929512959923,5.268583917958656,11.739654839877547
1329,7.2253454064151486,5.829767662989053,8.6601410992478
1330,9.888900216431468,6.012808429409378,11.233565810420183
1331,9.652577765084422,6.421640595302168,15.829797264794744
1332,10.436811102366494,6.352190999520447,11.548547325510835
1333,8.274808272439975,7.363024757603692,11.777163299941032
1334,8.448267893397036,6.073382697376577,12.843392012200923
1335,9.9835061329119,7.545214724702772,12.675222432499618
1336,,,
