minutes,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1325,3.2911075411669866,14.410209924650271,15.138613061562134
1326,3.58421832302284,9.689668185536043,14.147978276076973
1327,2.9035812455043724,12.3072785145799,14.578020684332568
1328,3.1431785905089304,10.331361652935803,15.899095807533577
1329,3.4779745736778955,10.030685769202247,11.728489033254757
1330,3.587174659917696,13.728402601479843,15.213695931963791
1331,3.8310793847841653,13.400324687368617,21.438404004170007
1332,3.7896465280659637,14.489047472721543,15.640277578045696
1333,4.3926987099133346,11.487617118974814,15.949893774618324
1334,3.623312594735677,11.728424838688863,17.39389469970344
1335,3.955768040708342,11.85777804708093,16.675680288932867
1336,3.8100736591526747,10.577719372281678,12.696872984252163
1337,4.8129739949001,15.989157242471,16.266724138328623
1338,,,
