minutes,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1325,1.904822169855553,5.966760795550747,5.055616994936339
1326,2.0900673989359078,4.111043621602763,6.36024683962351
1327,1.972342283289164,6.536073564203946,6.500395014400601
1328,1.5342636393500804,5.8434003077479035,8.067627010151773
1329,1.5799427717538794,5.706314621077321,6.125696416969664
1330,1.6005542499748466,9.473431196636955,6.201164419323746
1331,1.6814271729043428,10.737896982985951,10.212926393100089
1332,1.3935656644485994,8.094211522177703,6.318415915374458
1333,1.742896250498298,6.099497667988548,7.35431177443248
1334,1.5419050682326727,7.092834589897293,5.750528995067666
1335,1.864305548043752,6.380304396908048,5.996066311227992
