timestamp,consumption,pid,fqdn
1693960024.0,16.214108,6276133.0,cnn_image_classification-0-0.0.1
1693960024.0,17.893656,6276405.0,image_processing-0-0.0.1
1693960024.0,15.115941,4184772.0,pyaes-0-0.0.1
1693960025.0,15.714375,8370020.0,cnn_image_classification-0-0.0.1
1693960025.0,4.727089,2092959.0,image_processing-0-0.0.1
1693960025.0,9.0709,2092915.0,pyaes-0-0.0.1
1693960027.0,12.147105,6281947.0,cnn_image_classification-0-0.0.1
1693960027.0,3.825549,2092959.0,image_processing-0-0.0.1
1693960027.0,0.473263,4190879.0,dd-0-0.0.1
1693960027.0,6.310184,2092915.0,pyaes-0-0.0.1
1693960029.0,16.804307,6276405.0,image_processing-0-0.0.1
1693960029.0,13.724418,4184772.0,pyaes-0-0.0.1
1693960029.0,14.751047,8375716.0,cnn_image_classification-0-0.0.1
1693960030.0,11.570626,2091857.0,pyaes-0-0.0.1
1693960030.0,0.09183,2094761.0,dd-0-0.0.1
1693960030.0,18.549731,14656954.0,cnn_image_classification-0-0.0.1
1693960030.0,12.029777,4188039.0,image_processing-0-0.0.1
1693960031.0,2.241096,2091857.0,pyaes-0-0.0.1
1693960031.0,17.501891,10471790.0,cnn_image_classification-0-0.0.1
1693960031.0,12.912982,4188039.0,image_processing-0-0.0.1
1693960033.0,14.966925,4184772.0,pyaes-0-0.0.1
1693960033.0,12.940153,8380356.0,cnn_image_classification-0-0.0.1
1693960033.0,14.187397,4188039.0,image_processing-0-0.0.1
1693960034.0,8.764108,4184772.0,pyaes-0-0.0.1
1693960034.0,21.449002,8373175.0,image_processing-0-0.0.1
1693960034.0,6.073373,2094638.0,cnn_image_classification-0-0.0.1
1693960036.0,21.219656,8373175.0,image_processing-0-0.0.1
1693960036.0,0.186137,2094638.0,cnn_image_classification-0-0.0.1
1693960036.0,9.120729,2097394.0,pyaes-0-0.0.1
1693960037.0,12.491657,4188060.0,cnn_image_classification-0-0.0.1
1693960037.0,5.018969,2097394.0,pyaes-0-0.0.1
1693960038.0,0.118801,2093422.0,cnn_image_classification-0-0.0.1
1693960038.0,1.900817,4183446.0,image_processing-0-0.0.1
1693960038.0,3.682833,2097394.0,pyaes-0-0.0.1
1693960040.0,10.635418,2097394.0,pyaes-0-0.0.1
1693960040.0,28.210895,8373175.0,image_processing-0-0.0.1
1693960040.0,11.807116,4188060.0,cnn_image_classification-0-0.0.1
1693960041.0,12.415572,4188060.0,cnn_image_classification-0-0.0.1
1693960041.0,15.061514,4189729.0,image_processing-0-0.0.1
1693960041.0,22.388737,6282166.0,pyaes-0-0.0.1
1693960043.0,24.273064,6282166.0,pyaes-0-0.0.1
1693960043.0,14.015409,4189729.0,image_processing-0-0.0.1
1693960044.0,10.077595,2091857.0,pyaes-0-0.0.1
1693960044.0,13.395827,4189729.0,image_processing-0-0.0.1
1693960044.0,13.027135,4188060.0,cnn_image_classification-0-0.0.1
1693960045.0,4.706189,2093422.0,cnn_image_classification-0-0.0.1
1693960045.0,0.114785,2095436.0,dd-0-0.0.1
1693960045.0,20.202179,4184772.0,pyaes-0-0.0.1
1693960045.0,14.348138,4189729.0,image_processing-0-0.0.1
1693960047.0,18.08102,4188060.0,cnn_image_classification-0-0.0.1
1693960047.0,20.997313,4184772.0,pyaes-0-0.0.1
1693960047.0,0.116651,2096770.0,image_processing-0-0.0.1
1693960048.0,4.309584,2093422.0,cnn_image_classification-0-0.0.1
1693960048.0,5.414606,2091857.0,pyaes-0-0.0.1
1693960048.0,20.221896,4189729.0,image_processing-0-0.0.1
1693960050.0,20.844116,4184772.0,pyaes-0-0.0.1
1693960050.0,2.565429,2092959.0,image_processing-0-0.0.1
1693960050.0,17.530436,6284442.0,cnn_image_classification-0-0.0.1
1693960050.0,0.106892,2094761.0,dd-0-0.0.1
1693960051.0,8.553829,2092915.0,pyaes-0-0.0.1
1693960051.0,6.341631,4191020.0,cnn_image_classification-0-0.0.1
1693960052.0,9.685132,4189729.0,image_processing-0-0.0.1
1693960052.0,8.011158,4184689.0,pyaes-0-0.0.1
1693960054.0,21.552433,6281906.0,image_processing-0-0.0.1
1693960054.0,24.718904,6282166.0,pyaes-0-0.0.1
1693960055.0,13.2244,4189251.0,pyaes-0-0.0.1
1693960055.0,8.935405,4191020.0,cnn_image_classification-0-0.0.1
1693960055.0,10.841624,6281762.0,image_processing-0-0.0.1
1693960056.0,0.068782,2095374.0,dd-0-0.0.1
1693960056.0,10.936409,4189251.0,pyaes-0-0.0.1
1693960056.0,7.015808,8380224.0,cnn_image_classification-0-0.0.1
1693960056.0,27.306632,8373175.0,image_processing-0-0.0.1
1693960058.0,14.425844,4189251.0,pyaes-0-0.0.1
1693960058.0,19.396546,6284442.0,cnn_image_classification-0-0.0.1
1693960058.0,13.021078,6276405.0,image_processing-0-0.0.1
1693960059.0,14.75499,4189251.0,pyaes-0-0.0.1
1693960059.0,3.21197,2093422.0,cnn_image_classification-0-0.0.1
1693960059.0,25.093522,6281384.0,image_processing-0-0.0.1
1693960061.0,8.54106,4189251.0,pyaes-0-0.0.1
1693960061.0,20.415215,6281384.0,image_processing-0-0.0.1
1693960061.0,7.811943,6284442.0,cnn_image_classification-0-0.0.1
1693960062.0,16.62438,6281384.0,image_processing-0-0.0.1
1693960062.0,21.573034,6284442.0,cnn_image_classification-0-0.0.1
1693960062.0,21.186421,4189251.0,pyaes-0-0.0.1
1693960064.0,2.984362,2092177.0,image_processing-0-0.0.1
1693960064.0,15.348147,4189804.0,cnn_image_classification-0-0.0.1
1693960064.0,0.085267,2095436.0,dd-0-0.0.1
1693960064.0,19.952592,4189251.0,pyaes-0-0.0.1
1693960065.0,12.279819,4189804.0,cnn_image_classification-0-0.0.1
1693960065.0,8.338148,2097394.0,pyaes-0-0.0.1
1693960067.0,24.150394,4189251.0,pyaes-0-0.0.1
1693960067.0,6.942016,4189804.0,cnn_image_classification-0-0.0.1
1693960067.0,7.821988,6281384.0,image_processing-0-0.0.1
1693960067.0,0.097774,2094761.0,dd-0-0.0.1
1693960068.0,29.133901,8374343.0,image_processing-0-0.0.1
1693960068.0,17.615847,4189251.0,pyaes-0-0.0.1
1693960069.0,0.246518,4189804.0,cnn_image_classification-0-0.0.1
1693960069.0,29.459045,8380965.0,image_processing-0-0.0.1
1693960069.0,7.765355,2091857.0,pyaes-0-0.0.1
1693960071.0,19.953069,6282166.0,pyaes-0-0.0.1
1693960071.0,2.650592,2097938.0,image_processing-0-0.0.1
1693960071.0,18.995911,6284442.0,cnn_image_classification-0-0.0.1
1693960072.0,24.581008,8379521.0,pyaes-0-0.0.1
1693960072.0,8.248661,2097938.0,image_processing-0-0.0.1
1693960072.0,18.641972,8380356.0,cnn_image_classification-0-0.0.1
1693960073.0,6.075228,2097394.0,pyaes-0-0.0.1
1693960073.0,18.225686,4192296.0,cnn_image_classification-0-0.0.1
1693960075.0,6.634928,2096382.0,cnn_image_classification-0-0.0.1
1693960075.0,5.86566,4190897.0,image_processing-0-0.0.1
1693960075.0,8.846571,2097394.0,pyaes-0-0.0.1
1693960076.0,9.026802,4192296.0,cnn_image_classification-0-0.0.1
1693960076.0,23.196783,6283074.0,image_processing-0-0.0.1
1693960078.0,7.537353,2092177.0,image_processing-0-0.0.1
1693960078.0,0.167496,2095443.0,dd-0-0.0.1
1693960079.0,4.000025,2097394.0,pyaes-0-0.0.1
1693960079.0,6.256449,4192296.0,cnn_image_classification-0-0.0.1
1693960079.0,10.256475,2092177.0,image_processing-0-0.0.1
1693960080.0,13.81978,4192296.0,cnn_image_classification-0-0.0.1
1693960080.0,20.72967,8374343.0,image_processing-0-0.0.1
1693960080.0,22.786186,6282166.0,pyaes-0-0.0.1
1693960082.0,23.050338,6282166.0,pyaes-0-0.0.1
1693960082.0,18.499947,6281384.0,image_processing-0-0.0.1
1693960082.0,1.641124,2095914.0,cnn_image_classification-0-0.0.1
1693960083.0,22.506637,6281384.0,image_processing-0-0.0.1
1693960083.0,18.017953,6282166.0,pyaes-0-0.0.1
1693960083.0,9.609574,6288586.0,cnn_image_classification-0-0.0.1
1693960087.0,12.467926,6283225.0,pyaes-0-0.0.1
1693960087.0,4.98717,4192296.0,cnn_image_classification-0-0.0.1
1693960087.0,15.39789,6281384.0,image_processing-0-0.0.1
1693960088.0,17.627831,4190310.0,pyaes-0-0.0.1
1693960088.0,13.266306,4189207.0,image_processing-0-0.0.1
1693960088.0,9.813432,4192296.0,cnn_image_classification-0-0.0.1
1693960089.0,19.233346,4190310.0,pyaes-0-0.0.1
1693960089.0,10.467127,2096382.0,cnn_image_classification-0-0.0.1
1693960091.0,4.52452,2098453.0,pyaes-0-0.0.1
1693960091.0,13.250382,2096382.0,cnn_image_classification-0-0.0.1
1693960092.0,11.686468,2091269.0,image_processing-0-0.0.1
1693960092.0,3.895489,2098453.0,pyaes-0-0.0.1
1693960094.0,2.594983,4183405.0,image_processing-0-0.0.1
1693960094.0,6.595583,2096382.0,cnn_image_classification-0-0.0.1
1693960094.0,22.381733,4190310.0,pyaes-0-0.0.1
1693960094.0,0.108124,2098875.0,dd-0-0.0.1
1693960095.0,0.101525,2095436.0,dd-0-0.0.1
1693960095.0,3.451882,2091857.0,pyaes-0-0.0.1
