timestamp,consumption,pid,fqdn
1693268532,27.102336,1297803.0,scaphandre
1693268534,31.048724,1297803.0,scaphandre
1693268536,30.672216,1297803.0,scaphandre
1693268538,30.642082,1297803.0,scaphandre
1693268540,29.734584,1297803.0,scaphandre
1693268542,30.411578,1297803.0,scaphandre
1693268544,30.778198,1297803.0,scaphandre
1693268546,29.700636,1297803.0,scaphandre
1693268548,29.29908,1297803.0,scaphandre
1693268550,30.279284,1297803.0,scaphandre
1693268552,30.208638,1297803.0,scaphandre
1693268554,29.49744,1297803.0,scaphandre
1693268556,30.41724,1297803.0,scaphandre
1693268558,29.312128,1297803.0,scaphandre
1693268560,30.15426,1297803.0,scaphandre
1693268562,29.308012,1297803.0,scaphandre
1693268564,30.4006,1297803.0,scaphandre
1693268566,30.865886,1297803.0,scaphandre
1693268568,30.191624,1297803.0,scaphandre
1693268570,29.422484,1297803.0,scaphandre
1693268572,30.759492,1297803.0,scaphandre
1693268574,29.568816,1297803.0,scaphandre
1693268576,29.256064,1297803.0,scaphandre
1693268578,30.451664,1297803.0,scaphandre
1693268580,30.625728,1297803.0,scaphandre
1693268582,29.596408,1297803.0,scaphandre
1693268584,30.170124,1297803.0,scaphandre
1693268586,30.18673,1297803.0,scaphandre
1693268588,28.79191,1297803.0,scaphandre
1693268590,29.53166,1297803.0,scaphandre
1693268592,21.164044,1297803.0,scaphandre
1693268594,22.714658,1297803.0,scaphandre
1693268608,5.891701,1297803.0,scaphandre
1693268612,6.795746,1297803.0,scaphandre
1693268615,5.735992,1297803.0,scaphandre
1693268617,6.823221,1297803.0,scaphandre
1693268620,7.109569,1297803.0,scaphandre
1693268622,6.758474,1297803.0,scaphandre
1693268624,8.470015,1297803.0,scaphandre
1693268627,8.205737,1297803.0,scaphandre
1693268629,6.381388,1297803.0,scaphandre
1693268632,6.545108,1297803.0,scaphandre
1693268634,6.863454,1297803.0,scaphandre
1693268637,7.621561,1297803.0,scaphandre
1693268639,7.919796,1297803.0,scaphandre
1693268642,7.363822,1297803.0,scaphandre
1693268644,6.970063,1297803.0,scaphandre
1693268647,7.733135,1297803.0,scaphandre
1693268649,8.428038,1297803.0,scaphandre
1693268652,7.905876,1297803.0,scaphandre
1693268654,6.583623,1297803.0,scaphandre
1693268657,7.985291,1297803.0,scaphandre
1693268659,6.722476,1297803.0,scaphandre
1693268662,6.860045,1297803.0,scaphandre
1693268664,7.002524,1297803.0,scaphandre
1693268667,5.644724,1297803.0,scaphandre
1693268670,7.553835,1297803.0,scaphandre
1693268672,6.831243,1297803.0,scaphandre
1693268675,7.974125,1297803.0,scaphandre
1693268677,8.26475,1297803.0,scaphandre
1693268680,8.873804,1297803.0,scaphandre
1693268683,9.460701,1297803.0,scaphandre
1693268685,7.523804,1297803.0,scaphandre
1693268688,7.382322,1297803.0,scaphandre
1693268691,8.271087,1297803.0,scaphandre
1693268693,7.620109,1297803.0,scaphandre
1693268696,9.204761,1297803.0,scaphandre
1693268698,8.468685,1297803.0,scaphandre
1693268701,8.174141,1297803.0,scaphandre
1693268704,8.298044,1297803.0,scaphandre
1693268706,8.390307,1297803.0,scaphandre
1693268709,7.861804,1297803.0,scaphandre
1693268712,8.808012,1297803.0,scaphandre
1693268714,8.229544,1297803.0,scaphandre
1693268717,8.087921,1297803.0,scaphandre
1693268720,7.033008,1297803.0,scaphandre
1693268722,9.217844,1297803.0,scaphandre
1693268725,5.970649,1297803.0,scaphandre
1693268728,5.692051,1297803.0,scaphandre
1693268730,7.900413,1297803.0,scaphandre
1693268733,9.675554,1297803.0,scaphandre
1693268735,8.687492,1297803.0,scaphandre
1693268738,7.783263,1297803.0,scaphandre
1693268741,7.048786,1297803.0,scaphandre
1693268744,9.255219,1297803.0,scaphandre
1693268746,6.156363,1297803.0,scaphandre
1693268749,5.961602,1297803.0,scaphandre
1693268752,6.39888,1297803.0,scaphandre
