seconds,perf_rapl,energy_ram,retired_instructions,ipmi,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,cpu_pct_process,x_rest
73326,21.31,9.48,129208852.0,170.0,237328904355.0,30146405.0,0.10086873333333334,6.0,50.215269,3.66,1.0,5.5,148.69
73327,20.85,9.52,210929411.0,141.0,237359050760.0,38293540.0,0.11755048333333334,7.0,30.146405,3.66,0.0,5.1,120.15
73328,30.16,21.06,2442997688.0,102.0,237397344300.0,41731042.0,0.1342293,8.0,38.29354,3.66,0.0,5.0,71.84
73329,24.86,16.71,1799841898.0,118.0,237439075342.0,32960986.0,0.15090855,9.0,41.731042,3.52,2.0,4.6,93.14
73330,21.78,11.52,451053701.0,144.0,237472036328.0,33893315.0,0.16758816666666665,10.0,32.960986,3.52,2.0,4.4,122.22
73331,33.83,21.53,4023824127.0,131.0,237505929643.0,69569949.0,0.18426608333333333,11.0,33.893315,3.52,2.0,4.4,97.17
73332,38.24,19.24,3009178126.0,144.0,237575499592.0,32053021.0,0.20094328333333333,12.0,69.569949,3.52,2.0,4.2,105.75999999999999
73333,37.68,17.53,3514489145.0,177.0,237607552613.0,77410876.0,0.21761753333333334,13.0,32.053021,3.52,2.0,4.1,139.32
73334,35.85,16.84,2609345747.0,129.0,237716845739.0,76708117.0,0.2509729,15.0,31.88225,3.52,2.0,4.0,93.15
73335,39.44,20.65,3805356069.0,139.0,237793553856.0,32288040.0,0.2676530833333333,16.0,76.708117,3.24,2.0,3.8,99.56
73336,34.91,17.45,2389890201.0,171.0,237825841896.0,75824212.0,0.28432995,17.0,32.28804,3.24,2.0,3.7,136.09
73337,40.3,21.51,3996815593.0,115.0,237901666108.0,32438139.0,0.3010103,18.0,75.824212,3.24,2.0,3.6,74.7
73338,32.83,16.46,2135987737.0,196.0,237934104247.0,75192155.0,0.31768795,19.0,32.438139,3.24,2.0,3.5,163.17000000000002
73339,41.94,20.75,4296329900.0,89.0,238009296402.0,33939418.0,0.33436598333333334,20.0,75.192155,3.14,2.0,3.5,47.06
73340,31.38,14.82,1823302103.0,193.0,238043235820.0,74286154.0,0.3510426166666667,21.0,33.939418,3.14,2.0,3.4,161.62
73341,43.48,24.13,4496946641.0,119.0,238117521974.0,35605089.0,0.3677204333333333,22.0,74.286154,3.14,2.0,3.3,75.52000000000001
73342,30.89,16.04,1698431504.0,111.0,238153127063.0,73784446.0,0.3843966333333333,23.0,35.605089,3.14,2.0,3.2,80.11
73343,44.49,23.21,4654843220.0,161.0,238226911509.0,36119971.0,0.40107668333333335,24.0,73.784446,3.14,2.0,3.2,116.50999999999999
73344,29.41,14.17,1461129162.0,140.0,238263031480.0,70978648.0,0.4177523666666667,25.0,36.119971,3.14,2.0,3.1,110.59
73345,46.11,25.04,4968679669.0,141.0,238334010128.0,38494636.0,0.43443119999999996,26.0,70.978648,2.97,2.0,3.1,94.89
73346,27.15,12.76,1154519356.0,176.0,238372504764.0,69430276.0,0.45110805000000004,27.0,38.494636,2.97,2.0,3.0,148.85
73347,47.79,26.84,5223061455.0,117.0,238441935040.0,40295838.0,0.4677877,28.0,69.430276,2.97,2.0,3.0,69.21000000000001
73348,26.24,13.07,975667096.0,197.0,238482230878.0,67606490.0,0.4844629333333333,29.0,40.295838,2.97,2.0,3.0,170.76
73349,49.01,28.1,5382694642.0,108.0,238549837368.0,41580689.0,0.5011412,30.0,67.60649,2.89,2.0,3.0,58.99
73350,24.45,11.15,745002188.0,110.0,238591418057.0,66318547.0,0.5178161333333333,31.0,41.580689,2.89,2.0,2.9,85.55
73351,50.5,28.73,5686589193.0,168.0,238657736604.0,42345221.0,0.5344949499999999,32.0,66.318547,2.89,2.0,2.9,117.5
73352,22.72,9.55,433926857.0,136.0,238700081825.0,64624039.0,0.5511716333333333,33.0,42.345221,2.89,2.0,2.8,113.28
73353,51.88,29.11,5897571209.0,160.0,238764705864.0,44043120.0,0.5678501833333333,34.0,64.624039,2.89,2.0,2.8,108.12
73354,20.98,8.54,219976115.0,156.0,238808748984.0,63097596.0,0.5845275833333333,35.0,44.04312,2.89,2.0,2.8,135.02
73355,52.58,30.03,5991892630.0,116.0,238871846580.0,46285272.0,0.6012061166666667,36.0,63.097596,2.74,2.0,2.8,63.42
73356,21.54,9.69,335903574.0,180.0,238918131852.0,62414724.0,0.61788265,37.0,46.285272,2.74,2.0,2.7,158.46
73357,52.22,27.48,5788144023.0,114.0,238980546576.0,46895284.0,0.6345620666666666,38.0,62.414724,2.74,2.0,2.7,61.78
73358,22.14,10.4,517710314.0,144.0,239027441860.0,60136551.0,0.6512395166666667,39.0,46.895284,2.74,2.0,2.7,121.86
73359,51.5,28.2,5679066773.0,149.0,239087578411.0,48300065.0,0.66791985,40.0,60.136551,2.68,2.0,2.7,97.5
73360,22.55,11.2,646565075.0,114.0,239135878476.0,59232744.0,0.6845973333333333,41.0,48.300065,2.68,2.0,2.6,91.45
73361,50.71,25.83,5513680055.0,159.0,239195111220.0,49217049.0,0.7012763166666667,42.0,59.232744,2.68,2.0,2.6,108.28999999999999
73362,23.64,11.77,905497301.0,142.0,239244328269.0,58375661.0,0.7179528000000001,43.0,49.217049,2.68,2.0,2.6,118.36
73363,49.67,25.11,5245940417.0,142.0,239302703930.0,49781398.0,0.7346315833333333,44.0,58.375661,2.68,2.0,2.6,92.33
73364,24.61,12.05,1109173656.0,155.0,239352485328.0,58462554.0,0.7513090333333333,45.0,49.781398,2.68,2.0,2.6,130.39
73365,49.44,26.66,5121375747.0,116.0,239410947882.0,50598375.0,0.7679881500000001,46.0,58.462554,2.55,2.0,2.6,66.56
