minutes,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
44,2.2727143062825776,1.4343144247054398,3.4577294036936568,
46,4.943075962785401,3.140014815615801,3.9535851677271814,
47,4.472308910591027,3.0173741932187927,4.802954967923297,
48,4.5699883075065095,2.3061391969040197,4.384474665797477,
49,,,,
