minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1157,8.106749248383673,5.926539031821765,9.57744834671076
1158,8.454915772182312,8.935709276273261,8.525050883507165
1159,9.040235503754902,9.668949554611073,7.211859801157571
