minutes,pyaes_small-0-0.0.1,json_dumps_loads-0-0.0.1
1032,8.739723756419139,3.7088906231226435
1033,6.776230300154104,3.542226055924781
1034,7.979185784142614,1.4876978116759172
1035,9.656647611250653,-0.6242297206145266
