minutes,dd-0-0.0.1,pyaes-0-0.0.1,cnn_image_classification-0-0.0.1
1070,7.06826924981467,5.006418710241968,10.892024566345343
1071,6.7442429784487805,6.53013155480376,7.566755189849456
1072,7.734777167501368,6.4945524206997725,8.723481462371403
1073,8.799707075654535,6.202625318009257,9.940088834721317
1074,12.834857085897326,8.589059674241836,11.532293765672177
1075,8.614649186729196,7.049689055056599,11.748905780381481
1076,8.889391892091616,6.773723844447491,13.937466946847488
1077,8.685186619011079,5.3676785145143215,14.926372662622324
1078,9.300427137756252,5.0933098492812885,19.60796661376049
1079,11.864118146995917,5.192353349324305,24.88728400638234
1080,7.043524472336822,3.72571273253784,13.990306066394272
1081,7.1655882321486075,2.6033551634649146,6.003775181686154
