minutes,dd-0-0.0.1,pyaes-0-0.0.1,cnn_image_classification-0-0.0.1
1070,6.991235088151955,14.266219487215078,19.07294001466254
1071,6.027996662439294,16.237789058688318,14.148052456074224
1072,6.3583120558073105,17.458345645443092,17.086657925230163
1073,7.240215200024585,17.195007340533948,21.02320807752771
1074,10.775119409015664,20.29723042192812,24.863831355099496
1075,7.678391380350454,18.879249807165618,24.853290654591557
1076,8.114677950082001,18.869695444384167,26.940622848168093
1077,8.191345535700506,15.952876929415977,28.91629484152687
1078,8.931061006936732,16.286062180880794,34.93572583493044
1079,12.67642851888006,18.272328518721913,40.22725705337165
1080,7.309337848936566,14.160039480236652,23.744843686456466
1081,6.815002968089076,10.010062983713135,9.134711089851175
