timestamp,perf_rapl,energy_ram,retired_instructions,ipmi,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,cpu_pct_process,cpu_time_process,x_rest
2023-08-23 18:17:39.007915,21.64,10.56,184248287.0,135.0,377835991722,31180110,0.13433945,8,48.015634,2.95,2.0,5.5,00:00:00,113.36
2023-08-23 18:17:40.014924,30.75,18.48,1822467887.0,124.0,377867171832,53506935,0.15101808333333333,9,31.18011,2.95,2.0,5.1,00:00:00,93.25
2023-08-23 18:17:41.017064,29.87,18.53,2090925547.0,126.0,377920678767,37190047,0.1676926,10,53.506935,2.95,1.0,4.9,00:00:00,96.13
2023-08-23 18:17:42.024412,22.44,12.38,730706057.0,138.0,377957868814,29637348,0.18437128333333333,11,37.190047,2.95,1.0,4.6,00:00:00,115.56
2023-08-23 18:17:43.031518,20.87,10.32,184862500.0,94.0,377987506162,30516278,0.20104996666666666,12,29.637348,2.79,0.0,4.5,00:00:00,73.13
2023-08-23 18:17:44.038713,20.16,7.6,177144918.0,96.0,378018022440,29379801,0.2177295,13,30.516278,2.79,0.0,4.4,00:00:00,75.84
2023-08-23 18:17:45.046063,20.28,8.06,191718041.0,88.0,378047402241,30865335,0.23440778333333334,14,29.379801,2.79,0.0,4.3,00:00:00,67.72
2023-08-23 18:17:46.053193,25.15,17.3,775694539.0,90.0,378078267576,38167894,0.2510834666666667,15,30.865335,2.79,0.0,4.2,00:00:00,64.85
2023-08-23 18:17:47.060336,24.75,18.19,295847625.0,99.0,378116435470,36901226,0.26775826666666663,16,38.167894,2.79,0.0,4.1,00:00:00,74.25
2023-08-23 18:17:48.067193,25.52,19.84,360888781.0,119.0,378153336696,37813203,0.2844371,17,36.901226,2.79,0.0,4.0,00:00:00,93.48
2023-08-23 18:17:49.073839,26.76,21.41,1002441376.0,129.0,378191149899,36470157,0.30111113333333334,18,37.813203,2.73,0.0,3.9,00:00:00,102.24
2023-08-23 18:17:50.077737,24.94,15.73,476309755.0,135.0,378227620056,58472010,0.31779196666666665,19,36.470157,2.73,0.0,4.0,00:00:00,110.06
2023-08-23 18:17:51.080254,61.99,33.05,8148992011.0,131.0,378286092066,99096874,0.33445933333333333,20,58.47201,2.73,6.0,4.2,00:00:00,69.00999999999999
