seconds,perf_rapl,energy_ram,retired_instructions,ipmi,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,cpu_pct_process,x_rest
65859,21.64,10.56,184248287.0,135.0,377835991722.0,31180110.0,0.13433945,8.0,48.015634,2.95,2.0,5.5,113.36
65860,30.75,18.48,1822467887.0,124.0,377867171832.0,53506935.0,0.15101808333333333,9.0,31.18011,2.95,2.0,5.1,93.25
65861,29.87,18.53,2090925547.0,126.0,377920678767.0,37190047.0,0.1676926,10.0,53.506935,2.95,1.0,4.9,96.13
65862,22.44,12.38,730706057.0,138.0,377957868814.0,29637348.0,0.18437128333333333,11.0,37.190047,2.95,1.0,4.6,115.56
65863,20.87,10.32,184862500.0,94.0,377987506162.0,30516278.0,0.20104996666666666,12.0,29.637348,2.79,0.0,4.5,73.13
65864,20.16,7.6,177144918.0,96.0,378018022440.0,29379801.0,0.2177295,13.0,30.516278,2.79,0.0,4.4,75.84
65865,20.28,8.06,191718041.0,88.0,378047402241.0,30865335.0,0.23440778333333334,14.0,29.379801,2.79,0.0,4.3,67.72
65866,25.15,17.3,775694539.0,90.0,378078267576.0,38167894.0,0.2510834666666667,15.0,30.865335,2.79,0.0,4.2,64.85
65867,24.75,18.19,295847625.0,99.0,378116435470.0,36901226.0,0.26775826666666663,16.0,38.167894,2.79,0.0,4.1,74.25
65868,25.52,19.84,360888781.0,119.0,378153336696.0,37813203.0,0.2844371,17.0,36.901226,2.79,0.0,4.0,93.48
65869,26.76,21.41,1002441376.0,129.0,378191149899.0,36470157.0,0.30111113333333334,18.0,37.813203,2.73,0.0,3.9,102.24
65870,24.94,15.73,476309755.0,135.0,378227620056.0,58472010.0,0.31779196666666665,19.0,36.470157,2.73,0.0,4.0,110.06
65871,61.99,33.05,8148992011.0,131.0,378286092066.0,99096874.0,0.33445933333333333,20.0,58.47201,2.73,6.0,4.2,69.00999999999999
65872,74.45,34.29,16781989758.0,138.0,378385188940.0,109576924.0,0.3511413666666667,21.0,99.096874,2.73,6.0,4.6,63.55
65873,77.95,35.28,21040198050.0,210.0,378494765864.0,116012108.0,0.3678231833333333,22.0,109.576924,3.31,30.0,5.0,132.05
65874,79.82,34.81,26091458357.0,215.0,378610777972.0,129908912.0,0.38450731666666665,23.0,116.012108,3.31,30.0,5.3,135.18
65875,93.02,35.92,36116052078.0,228.0,378740686884.0,130429116.0,0.40118306666666664,24.0,129.908912,3.31,39.0,5.4,134.98000000000002
65876,88.03,34.89,36739386522.0,244.0,378871116000.0,134085264.0,0.4178596333333333,25.0,130.429116,3.31,39.0,5.8,155.97
65877,94.4,35.64,42160215812.0,238.0,379005201264.0,137064552.0,0.43453765,26.0,134.085264,3.31,47.0,6.1,143.6
65878,95.68,34.89,43758515476.0,241.0,379142265816.0,140364048.0,0.45121316666666667,27.0,137.064552,3.31,47.0,6.4,145.32
65879,99.36,35.43,49189909615.0,243.0,379282629864.0,147967944.0,0.4678910333333333,28.0,140.364048,7.13,51.0,6.8,143.64
65880,91.74,36.06,37409102424.0,248.0,379430597808.0,129704721.0,0.4845690166666667,29.0,147.967944,7.13,51.0,6.8,156.26
65881,91.19,36.24,35981071468.0,253.0,379560302529.0,144816255.0,0.5012769666666667,30.0,129.704721,7.13,51.0,7.1,161.81
65882,106.07,38.15,51674220208.0,235.0,379705118784.0,148703664.0,0.51794145,31.0,144.816255,7.13,51.0,7.1,128.93
65883,96.41,35.43,48042313561.0,240.0,379853822448.0,145650870.0,0.5346188333333333,32.0,148.703664,7.92,48.0,7.2,143.59
65884,102.98,36.4,56394403382.0,236.0,379999473318.0,150630474.0,0.5513035833333333,33.0,145.65087,7.92,48.0,7.1,133.01999999999998
65885,102.84,37.81,55308398606.0,246.0,380150103792.0,153591912.0,0.5679892666666666,34.0,150.630474,7.92,43.0,7.0,143.16
65886,110.2,39.21,62423167346.0,246.0,380303695704.0,157842960.0,0.5846536666666666,35.0,153.591912,7.92,43.0,7.0,135.8
