minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,cp
34,35.06014727971751,69.42680508123883,32.74130048493166,0.0
36,35.712836027676886,69.57786741181789,32.022617892888476,0.0
37,35.13472661347675,68.59106774654272,31.660099256717913,0.0
38,36.43282856364241,74.7598064262356,32.76550857630818,0.0
