minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,cp
34,20.080520565557684,34.24875372470204,24.14938633879432,0.0
36,19.925185068167835,33.43532113701508,23.008261250225686,0.0
37,19.51467798022953,32.81321132520328,22.645714373381747,0.0
38,20.430574864722406,36.108731018144155,23.662114552836236,0.0
