minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,cp
34,3.9409541500000014,17.091783133333333,5.624060083333335,0.0
36,3.15,8.933333333333334,3.0833333333333335,0.0
37,3.1166666666666667,10.15,2.8333333333333335,0.0
38,3.05,9.333333333333334,3.95,0.0
