minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,cp
34,14.979626719064749,35.17805131649797,8.591914151135931,0.0
36,15.772207430252566,36.44152949844116,8.68623794327842,0.0
37,15.586251618764534,36.085274295595184,8.626291402204313,0.0
38,15.998784162000574,38.9331551377218,8.837262408099724,0.0
