,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,cp
0,236.45724900000008,1025.506988,337.4436050000001,0.0
1,189.0,536.0,185.0,0.0
2,187.0,609.0,170.0,0.0
3,183.0,560.0,237.0,0.0
