# started on Fri Feb  3 19:08:22 2023

     1.001005157,20.56,Joules,power/energy-pkg/,1001009086,100.00,,
     2.002075232,21.11,Joules,power/energy-pkg/,1001076798,100.00,,
     3.002637171,21.77,Joules,power/energy-pkg/,1000553701,100.00,,
     4.003722832,17.14,Joules,power/energy-pkg/,1001064462,100.00,,
     5.004789204,22.52,Joules,power/energy-pkg/,1001074254,100.00,,
     6.005011144,18.52,Joules,power/energy-pkg/,1000225427,100.00,,
     7.006109743,18.11,Joules,power/energy-pkg/,1001063335,100.00,,
     8.006620658,18.46,Joules,power/energy-pkg/,1000503539,100.00,,
     9.007683654,14.71,Joules,power/energy-pkg/,1001055907,100.00,,
    10.008769167,18.24,Joules,power/energy-pkg/,1001090321,100.00,,
    11.009872874,19.73,Joules,power/energy-pkg/,1001096060,100.00,,
    12.010657202,18.22,Joules,power/energy-pkg/,1000781695,100.00,,
    13.011760082,19.36,Joules,power/energy-pkg/,1001087071,100.00,,
    14.012832665,21.32,Joules,power/energy-pkg/,1001052157,100.00,,
    15.013905941,19.02,Joules,power/energy-pkg/,1001080864,100.00,,
    16.014623461,19.17,Joules,power/energy-pkg/,1000706803,100.00,,
    17.015704045,18.69,Joules,power/energy-pkg/,1001061254,100.00,,
    18.016774908,17.11,Joules,power/energy-pkg/,1001066720,100.00,,
    19.017886827,16.92,Joules,power/energy-pkg/,1001114113,100.00,,
    20.018702480,20.71,Joules,power/energy-pkg/,1000793144,100.00,,
    21.019783606,16.83,Joules,power/energy-pkg/,1001079118,100.00,,
    22.020874711,18.68,Joules,power/energy-pkg/,1001079040,100.00,,
    23.021963978,18.63,Joules,power/energy-pkg/,1001093046,100.00,,
    24.022631030,16.79,Joules,power/energy-pkg/,1000659585,100.00,,
    25.023714886,14.34,Joules,power/energy-pkg/,1001062913,100.00,,
    26.024800854,15.67,Joules,power/energy-pkg/,1001088806,100.00,,
    27.025884833,19.91,Joules,power/energy-pkg/,1001066496,100.00,,
    28.026621937,15.84,Joules,power/energy-pkg/,1000729685,100.00,,
    29.027714621,14.95,Joules,power/energy-pkg/,1001094719,100.00,,
    30.028812038,16.12,Joules,power/energy-pkg/,1001091236,100.00,,
    31.029900648,18.72,Joules,power/energy-pkg/,1001079193,100.00,,
    32.030628676,16.63,Joules,power/energy-pkg/,1000711114,100.00,,
    33.031732100,15.50,Joules,power/energy-pkg/,1001095611,100.00,,
    34.032835302,19.08,Joules,power/energy-pkg/,1001093408,100.00,,
    35.033804257,20.02,Joules,power/energy-pkg/,1001015527,100.00,,
    36.034620137,14.69,Joules,power/energy-pkg/,1000750807,100.00,,
    37.035692703,13.19,Joules,power/energy-pkg/,1001077905,100.00,,
    38.035860771,15.36,Joules,power/energy-pkg/,1000173084,100.00,,
    39.036960805,17.97,Joules,power/energy-pkg/,1001069574,100.00,,
    40.037927821,13.69,Joules,power/energy-pkg/,1000981582,100.00,,
    41.038635370,16.60,Joules,power/energy-pkg/,1000685598,100.00,,
    42.039717467,18.51,Joules,power/energy-pkg/,1001063199,100.00,,
    43.040790225,15.98,Joules,power/energy-pkg/,1001064664,100.00,,
    44.041656929,18.23,Joules,power/energy-pkg/,1000893444,100.00,,
    45.042636102,15.73,Joules,power/energy-pkg/,1000947005,100.00,,
    46.043748151,16.19,Joules,power/energy-pkg/,1001107108,100.00,,
    47.044834767,17.83,Joules,power/energy-pkg/,1001065445,100.00,,
    48.045907405,16.87,Joules,power/energy-pkg/,1001067242,100.00,,
    49.046625354,14.11,Joules,power/energy-pkg/,1000707908,100.00,,
    50.047706074,16.76,Joules,power/energy-pkg/,1001085446,100.00,,
    51.048791608,16.84,Joules,power/energy-pkg/,1001077707,100.00,,
    52.049252180,18.24,Joules,power/energy-pkg/,1000465526,100.00,,
    53.050358997,17.58,Joules,power/energy-pkg/,1001073040,100.00,,
    54.050631133,17.89,Joules,power/energy-pkg/,1000276434,100.00,,
    55.051728325,16.24,Joules,power/energy-pkg/,1001082888,100.00,,
    56.052810799,17.30,Joules,power/energy-pkg/,1001078932,100.00,,
    57.053891595,17.15,Joules,power/energy-pkg/,1001060717,100.00,,
    58.054632887,17.32,Joules,power/energy-pkg/,1000740038,100.00,,
    59.055712290,15.97,Joules,power/energy-pkg/,1001096336,100.00,,
    60.056827276,18.41,Joules,power/energy-pkg/,1001088447,100.00,,
    61.057910656,16.34,Joules,power/energy-pkg/,1001075064,100.00,,
    62.058621048,15.85,Joules,power/energy-pkg/,1000690630,100.00,,
    63.059699345,19.21,Joules,power/energy-pkg/,1001069349,100.00,,
    64.060770450,15.30,Joules,power/energy-pkg/,1001075736,100.00,,
    65.061865928,18.66,Joules,power/energy-pkg/,1001088729,100.00,,
    66.062620929,25.67,Joules,power/energy-pkg/,1000741879,100.00,,
    67.062811471,26.51,Joules,power/energy-pkg/,1000188372,100.00,,
    68.063904196,26.83,Joules,power/energy-pkg/,1001080838,100.00,,
    69.064989035,17.67,Joules,power/energy-pkg/,1001085373,100.00,,
    70.066094902,26.75,Joules,power/energy-pkg/,1001083004,100.00,,
    71.066634824,45.49,Joules,power/energy-pkg/,1000535446,100.00,,
    72.067749635,39.01,Joules,power/energy-pkg/,1001114024,100.00,,
    73.068829447,21.83,Joules,power/energy-pkg/,1001058324,100.00,,
    74.069895428,23.05,Joules,power/energy-pkg/,1001058154,100.00,,
    75.070639704,22.38,Joules,power/energy-pkg/,1000750900,100.00,,
    76.071726828,27.86,Joules,power/energy-pkg/,1001077362,100.00,,
    77.072809357,42.80,Joules,power/energy-pkg/,1001080323,100.00,,
    78.073949482,59.93,Joules,power/energy-pkg/,1001132698,100.00,,
    79.074657239,48.27,Joules,power/energy-pkg/,1000700163,100.00,,
    80.075768472,28.85,Joules,power/energy-pkg/,1001084823,100.00,,
    81.076856367,20.58,Joules,power/energy-pkg/,1001095198,100.00,,
    82.077946961,23.67,Joules,power/energy-pkg/,1001079604,100.00,,
    83.078622241,18.94,Joules,power/energy-pkg/,1000654603,100.00,,
    84.079689015,29.53,Joules,power/energy-pkg/,1001062228,100.00,,
    85.080797440,34.19,Joules,power/energy-pkg/,1001106908,100.00,,
    86.081932824,41.54,Joules,power/energy-pkg/,1001136758,100.00,,
    87.082629895,41.31,Joules,power/energy-pkg/,1000675006,100.00,,
    88.083730990,41.95,Joules,power/energy-pkg/,1001093007,100.00,,
    89.084846006,34.98,Joules,power/energy-pkg/,1001108040,100.00,,
    90.085925412,23.13,Joules,power/energy-pkg/,1001079838,100.00,,
    91.086630398,20.33,Joules,power/energy-pkg/,1000684136,100.00,,
