,timestamp,socket,cpu,INSTRUCTION_RETIRED,LLC_MISSES,UNHALTED_CORE_CYCLES,UNHALTED_REFERENCE_CYCLES,time_enabled,time_running,target,Contr,perf_rapl,energy_ram,retired_instructions,igpm,voltage,current,power_factor,discard,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,hw_cpu_hz_mean,hw_cpu_hz_max,hw_cpu_hz_min,hw_cpu_hz_std,hw_cpu0_hz,hw_cpu1_hz,hw_cpu2_hz,hw_cpu3_hz,hw_cpu4_hz,hw_cpu5_hz,hw_cpu6_hz,hw_cpu7_hz,hw_cpu8_hz,hw_cpu9_hz,hw_cpu10_hz,hw_cpu11_hz,kern_cpu_hz_mean,kern_cpu_hz_max,kern_cpu_hz_min,kern_cpu_hz_std,kern_cpu0_hz,kern_cpu1_hz,kern_cpu2_hz,kern_cpu3_hz,kern_cpu4_hz,kern_cpu5_hz,kern_cpu6_hz,kern_cpu7_hz,kern_cpu8_hz,kern_cpu9_hz,kern_cpu10_hz,kern_cpu11_hz,cpu_pct_process,cpu_time_process,x_rest
0,2023-04-07 20:11:01.409,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,image_processing-0-0.0.1,1.0,52.6,,,55.47412011921281,122.38,0.63205,0.9756,0.0,127558427532.0,30576.0,1.1500096833333333,69.0,28.778496,1.11,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4063153.0833333335,3989782.0,4091812.0,31293.3485623232,3989782.0,4089167.0,4056347.0,4041546.0,4076348.0,4091812.0,4089506.0,4090656.0,4073811.0,4072939.0,4013747.0,4072176.0,4.2,00:00:03,2.8741201192128116
1,2023-04-07 20:11:01.409,0.0,66.0,14.160083144666666,0.025183731666666667,8.907202371666667,6.5733656300000005,32867.0,32867.0,os_cp,0.0,52.6,,,55.47412011921281,122.38,0.63205,0.9756,0.0,127558427532.0,30576.0,1.1500096833333333,69.0,28.778496,1.11,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4063153.0833333335,3989782.0,4091812.0,31293.3485623232,3989782.0,4089167.0,4056347.0,4041546.0,4076348.0,4091812.0,4089506.0,4090656.0,4073811.0,4072939.0,4013747.0,4072176.0,4.2,00:00:03,2.8741201192128116
2,2023-04-07 20:11:01.409,0.0,132.0,0.0010408873333333333,6.2e-08,0.000327363,0.000237744,260647.0,260647.0,pyaes-0-0.0.1,2.0,52.6,,,55.47412011921281,122.38,0.63205,0.9756,0.0,127558427532.0,30576.0,1.1500096833333333,69.0,28.778496,1.11,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4063153.0833333335,3989782.0,4091812.0,31293.3485623232,3989782.0,4089167.0,4056347.0,4041546.0,4076348.0,4091812.0,4089506.0,4090656.0,4073811.0,4072939.0,4013747.0,4072176.0,4.2,00:00:03,2.8741201192128116
3,2023-04-07 20:11:01.409,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,video_processing-0-0.0.1,2.0,52.6,,,55.47412011921281,122.38,0.63205,0.9756,0.0,127558427532.0,30576.0,1.1500096833333333,69.0,28.778496,1.11,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4063153.0833333335,3989782.0,4091812.0,31293.3485623232,3989782.0,4089167.0,4056347.0,4041546.0,4076348.0,4091812.0,4089506.0,4090656.0,4073811.0,4072939.0,4013747.0,4072176.0,4.2,00:00:03,2.8741201192128116
4,2023-04-07 20:11:02.409,0.0,66.0,4.602054231,0.012315479,3.616063175,2.6932107279999995,446805142.5,446805142.5,os_cp,0.0,58.66,,,75.742173140623,122.41,0.5803,0.9716,0.0,127597130880.0,27516.0,1.1666713999999998,70.0,38.703348,1.11,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4082042.8333333335,4043587.0,4100000.0,15344.192391223753,4092594.0,4086290.0,4078399.0,4093483.0,4079935.0,4088977.0,4093352.0,4100000.0,4088444.0,4080350.0,4043587.0,4059103.0,4.2,00:00:03,17.082173140623
5,2023-04-07 20:11:02.409,0.0,132.0,9.141212724999999,0.00023921133333333334,2.5725878356666665,1.884781158,1891261780.0,1891261780.0,pyaes-0-0.0.1,3.0,58.66,,,75.742173140623,122.41,0.5803,0.9716,0.0,127597130880.0,27516.0,1.1666713999999998,70.0,38.703348,1.11,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4082042.8333333335,4043587.0,4100000.0,15344.192391223753,4092594.0,4086290.0,4078399.0,4093483.0,4079935.0,4088977.0,4093352.0,4100000.0,4088444.0,4080350.0,4043587.0,4059103.0,4.2,00:00:03,17.082173140623
6,2023-04-07 20:11:02.409,0.0,66.0,4.092366666666667e-05,5.626666666666666e-07,5.7858333333333335e-05,4.1288e-05,48808.0,48808.0,dd-0-0.0.1,1.0,58.66,,,75.742173140623,122.41,0.5803,0.9716,0.0,127597130880.0,27516.0,1.1666713999999998,70.0,38.703348,1.11,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4082042.8333333335,4043587.0,4100000.0,15344.192391223753,4092594.0,4086290.0,4078399.0,4093483.0,4079935.0,4088977.0,4093352.0,4100000.0,4088444.0,4080350.0,4043587.0,4059103.0,4.2,00:00:03,17.082173140623
7,2023-04-07 20:11:02.409,0.0,66.0,1.4265962323333334,0.005169661666666667,0.5771254663333333,0.423461142,427832143.0,427832143.0,image_processing-0-0.0.1,1.0,58.66,,,75.742173140623,122.41,0.5803,0.9716,0.0,127597130880.0,27516.0,1.1666713999999998,70.0,38.703348,1.11,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4082042.8333333335,4043587.0,4100000.0,15344.192391223753,4092594.0,4086290.0,4078399.0,4093483.0,4079935.0,4088977.0,4093352.0,4100000.0,4088444.0,4080350.0,4043587.0,4059103.0,4.2,00:00:03,17.082173140623
8,2023-04-07 20:11:02.409,0.0,132.0,0.005355342,0.000135344,0.007228546333333334,0.005344430000000001,5575648.0,5575648.0,video_processing-0-0.0.1,2.0,58.66,,,75.742173140623,122.41,0.5803,0.9716,0.0,127597130880.0,27516.0,1.1666713999999998,70.0,38.703348,1.11,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4082042.8333333335,4043587.0,4100000.0,15344.192391223753,4092594.0,4086290.0,4078399.0,4093483.0,4079935.0,4088977.0,4093352.0,4100000.0,4088444.0,4080350.0,4043587.0,4059103.0,4.2,00:00:03,17.082173140623
9,2023-04-07 20:11:03.410,0.0,132.0,1.90311443,0.012270825333333334,1.3443876926666667,0.985962848,991100849.0,991100849.0,dd-0-0.0.1,3.0,62.81,,,85.55796867106358,122.19,0.79701,0.9814,0.0,127639206381.0,31923.0,1.1833484166666668,71.0,42.075501,1.11,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4082042.8333333335,4043587.0,4100000.0,15344.192391223753,4092594.0,4086290.0,4078399.0,4093483.0,4079935.0,4088977.0,4093352.0,4100000.0,4088444.0,4080350.0,4043587.0,4059103.0,4.2,00:00:03,22.747968671063575
