seconds,perf_rapl,energy_ram,retired_instructions,igpm,voltage,current,power_factor,discard,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,hw_cpu_hz_mean,hw_cpu_hz_max,hw_cpu_hz_min,hw_cpu_hz_std,hw_cpu0_hz,hw_cpu1_hz,hw_cpu2_hz,hw_cpu3_hz,hw_cpu4_hz,hw_cpu5_hz,hw_cpu6_hz,hw_cpu7_hz,hw_cpu8_hz,hw_cpu9_hz,hw_cpu10_hz,hw_cpu11_hz,kern_cpu_hz_mean,kern_cpu_hz_max,kern_cpu_hz_min,kern_cpu_hz_std,kern_cpu0_hz,kern_cpu1_hz,kern_cpu2_hz,kern_cpu3_hz,kern_cpu4_hz,kern_cpu5_hz,kern_cpu6_hz,kern_cpu7_hz,kern_cpu8_hz,kern_cpu9_hz,kern_cpu10_hz,kern_cpu11_hz,cpu_pct_process,x_rest
72592,19.0,,,32.777,,,,,126631503636.0,14412.0,0.016681366666666666,1.0,13.990452,1.81,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2193432.25,1028691.0,3924922.0,957276.508167148,1816658.0,3897189.0,1453794.0,3281877.0,2312958.0,3924922.0,2044916.0,2103824.0,1028691.0,1813707.0,1600282.0,1042369.0,2.0,13.777000000000001
72593,17.02,,,32.777,,,,,126631503636.0,14412.0,0.016681366666666666,1.0,13.990452,1.81,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2193432.25,1028691.0,3924922.0,957276.508167148,1816658.0,3897189.0,1453794.0,3281877.0,2312958.0,3924922.0,2044916.0,2103824.0,1028691.0,1813707.0,1600282.0,1042369.0,2.6,15.757000000000001
72594,18.16,,,32.777,,,,,126644021592.0,9876.0,0.033335916666666666,2.0,12.517956,1.67,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1921214.4166666667,907536.0,3040447.0,690000.3828042969,1487274.0,1280235.0,1291226.0,3040447.0,907536.0,2818288.0,1950171.0,2117025.0,1923072.0,1209449.0,2078223.0,2951627.0,3.2,14.617
72595,16.34,,,32.777,,,,,126657374280.0,10368.0,0.050009283333333335,3.0,13.352688,1.67,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1921214.4166666667,907536.0,3040447.0,690000.3828042969,1487274.0,1280235.0,1291226.0,3040447.0,907536.0,2818288.0,1950171.0,2117025.0,1923072.0,1209449.0,2078223.0,2951627.0,3.4,16.437
72596,20.63,,,32.777,,,,,126669396000.0,9780.0,0.06667735,4.0,12.02172,1.67,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2038636.5833333333,964906.0,4020901.0,1086319.5566877378,985653.0,1434089.0,1048267.0,3507991.0,2304119.0,4020901.0,1054401.0,964906.0,3299977.0,2992671.0,1718657.0,1132007.0,3.6,12.147000000000002
72597,20.93,,,32.777,,,,,126684480516.0,16572.0,0.08333581666666667,5.0,15.084516,1.67,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2038636.5833333333,964906.0,4020901.0,1086319.5566877378,985653.0,1434089.0,1048267.0,3507991.0,2304119.0,4020901.0,1054401.0,964906.0,3299977.0,2992671.0,1718657.0,1132007.0,3.7,11.847000000000001
72598,16.84,,,32.777,122.77,0.29457,0.9063,0.0,126699880776.0,13608.0,0.10000436666666666,6.0,15.40026,1.67,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938899.0833333333,872201.0,3863188.0,880758.4343463554,990149.0,2674813.0,2803035.0,1640515.0,1872006.0,2480515.0,3863188.0,2155549.0,1958035.0,872201.0,965032.0,991751.0,3.7,15.937000000000001
72599,13.07,,,31.229283105022837,122.78,0.25716,0.9134,0.0,126712324596.0,9888.0,0.11667933333333333,7.0,12.44382,1.67,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938899.0833333333,872201.0,3863188.0,880758.4343463554,990149.0,2674813.0,2803035.0,1640515.0,1872006.0,2480515.0,3863188.0,2155549.0,1958035.0,872201.0,965032.0,991751.0,3.8,18.159283105022837
72600,16.12,,,26.944721610857002,122.83,0.24423,0.807,0.0,126721958052.0,9804.0,0.13333808333333333,8.0,9.633456,1.53,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2186724.75,944593.0,4029073.0,1141461.6066905276,1460928.0,1452027.0,3011357.0,1144242.0,944593.0,2231238.0,1564966.0,1071615.0,4029073.0,1546192.0,3842774.0,3941692.0,4.0,10.824721610857
72601,21.01,,,29.743600336309274,122.73,0.26892,0.9348,0.0,126733752132.0,10056.0,0.15001260000000002,9.0,11.79408,1.53,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2186724.75,944593.0,4029073.0,1141461.6066905276,1460928.0,1452027.0,3011357.0,1144242.0,944593.0,2231238.0,1564966.0,1071615.0,4029073.0,1546192.0,3842774.0,3941692.0,4.0,8.733600336309273
