minutes,image_processing-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,pyaes-0-0.0.1
1210,5.2904824796220575,7.001755948276448,8.001014768996917,25.44201058033383
1211,13.491811031426883,7.0686852734757615,11.003653597847007,12.840588027127657
1212,12.113977985630983,6.313494100560827,11.721523073560002,17.91844313207851
1213,12.781557319599798,8.139914557222786,14.848292069158575,20.702032574479393
1214,14.108369724331954,7.557955510026062,15.48915614719406,13.849575834688356
1215,13.115084632609872,8.489738166960157,21.28232547109398,20.736818773940293
1216,16.46520719845261,8.91206926977153,19.513180868121513,21.01480497137294
1217,12.036424095469284,5.653769220416336,24.10255989903581,20.156930645219273
1218,17.024698634362036,5.8607520577083525,17.25814503211291,22.052358817133655
1219,12.099999742007922,8.261308912059766,22.939698738980624,23.491284397941126
1220,11.469643301910123,5.862826769884435,26.571383830298437,17.328956266043704
1221,10.49133760576963,5.211347894361447,23.05782178145238,14.834114280038003
1222,9.500658929153156,4.016901251706447,18.074491060470425,18.75242987305046
