timestamp,load_avg_1minute,cpu_pct,hw_cpu_hz_mean,hw_cpu_hz_max,hw_cpu_hz_min,hw_cpu_hz_std,hw_cpu0_hz,hw_cpu1_hz,hw_cpu2_hz,hw_cpu3_hz,hw_cpu4_hz,hw_cpu5_hz,hw_cpu6_hz,hw_cpu7_hz,hw_cpu8_hz,hw_cpu9_hz,hw_cpu10_hz,hw_cpu11_hz,kern_cpu_hz_mean,kern_cpu_hz_max,kern_cpu_hz_min,kern_cpu_hz_std,kern_cpu0_hz,kern_cpu1_hz,kern_cpu2_hz,kern_cpu3_hz,kern_cpu4_hz,kern_cpu5_hz,kern_cpu6_hz,kern_cpu7_hz,kern_cpu8_hz,kern_cpu9_hz,kern_cpu10_hz,kern_cpu11_hz
2023-03-15 13:50:29.4561766,1.94,4,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1845326.5,871982,3658771,1021773.4700569642,3658771,871982,1559706,1043136,1002703,1161952,1100109,2115409,3504859,1176236,1534220,3414835
2023-03-15 13:50:31.468147943,1.86,7,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2289964.1666666665,902941,3749404,1085026.3438371618,3674893,3749404,3733995,1924735,1307051,902941,1292788,1365583,3016547,3184228,953088,2374317
2023-03-15 13:50:33.468298557,1.86,8,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2324479.3333333335,868755,3835533,946735.1877344348,2086653,3835533,2040751,3706567,2373310,3239592,3246146,939071,1988935,868755,1761290,1807149
2023-03-15 13:50:35.45613006,1.86,8,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2263545.1666666665,894262,4076133,1256435.35040207,894262,976145,3507831,1341657,1221236,950287,2185454,1177276,3433057,4076133,3354485,4044719
2023-03-15 13:50:37.484122938,1.79,7,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2182325.5,869034,3709428,1019617.1013459334,1893155,1523317,2815103,1949171,1021004,933854,3709428,2921859,1522119,869034,3469293,3560569
2023-03-15 13:50:39.480131157,1.79,7,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2102239.0833333335,811108,3739676,987785.3348001493,1903073,1211142,3316597,3534895,1087263,811108,1403525,2864405,1727933,1268853,2358399,3739676
2023-03-15 13:50:41.472140105,1.73,7,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1876506.0,887352,3909684,920232.3973396611,1059691,2780152,1562219,2929971,887352,917041,1079026,1650733,1746431,2590954,1404818,3909684
2023-03-15 13:50:43.464144731,1.73,7,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2119946.75,897828,3900316,1149566.7990122864,897828,2537207,3736185,3112210,3661161,3900316,1809984,1185842,990832,1022822,1633006,951968
2023-03-15 13:50:45.456224616,1.73,7,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1857517.5,801546,3807605,957575.2296717562,1930977,3807605,2410245,3397617,984134,907838,1447345,1188061,1940242,2474126,1000474,801546
2023-03-15 13:50:47.484121531,1.67,7,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2319663.1666666665,1008730,3909655,944382.6313931086,1341813,1862175,3483616,2013695,1469693,1494980,2755443,3909655,2147804,3790381,1008730,2557973
2023-03-15 13:50:49.484141077,1.67,7,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1950930.8333333333,934764,3864808,973017.3826616043,1173008,3423801,2545842,1331840,2167426,3864808,1261394,934764,1706422,2910405,1124617,966843
2023-03-15 13:50:51.484152095,1.62,7,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1856377.1666666667,937744,3760745,900860.0891356394,2519720,3444713,2071009,1707491,1072992,937744,1612085,3760745,1629616,1426172,1140261,953978
2023-03-15 13:50:53.460147017,1.62,7,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1834758.4166666667,887550,3632362,796826.9939507424,1477317,2371558,1910590,1774256,1164761,887550,3065285,1080975,1708838,1828651,1114958,3632362
2023-03-15 13:50:55.468132393,1.62,7,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2669194.4166666665,1021184,4040845,1046507.566253541,1912164,3721051,2721394,1192476,2569356,3558209,3527780,1021184,3969907,1535365,2260602,4040845
2023-03-15 13:50:57.484157714,1.49,8,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2237073.8333333335,1006597,4029642,1131041.439937903,1006597,4029642,3759932,1480967,1887259,1182413,1664670,3334879,1140964,1677885,1672666,4007012
2023-03-15 13:50:59.464134455,1.49,8,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2000412.25,935365,4071798,1054059.6129735045,1627879,1244124,2378255,2541579,1615470,1068313,4071798,3981629,1113466,935365,1054871,2372198
2023-03-15 13:51:01.464136129,1.53,7,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2995155.0,901642,4116502,1219756.6011399569,1879429,2312176,2697727,2655458,4090385,4116502,4088721,4092553,4073771,4110084,923412,901642
2023-03-15 13:51:03.476148702,1.53,10,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2363299.5,840108,4022244,1259185.5339303326,956577,4022244,3052918,2100096,1105248,3855587,896721,1092890,3578525,3198488,840108,3660192
2023-03-15 13:51:05.496147468,1.53,7,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2245882.25,918835,4024832,1308133.0076356994,1114567,3862629,2104311,996309,978253,3998490,918835,4011628,4024832,2523277,1442079,975377
2023-03-15 13:51:07.464158571,1.49,8,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2332568.0833333335,922643,4064316,1222598.6205701674,1149311,1186840,4064316,4059547,2684925,3662829,922643,3041792,1467398,3461358,1230004,1059854
2023-03-15 13:51:09.488189959,1.49,7,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2175477.8333333335,822945,4028500,1313706.033529244,856943,4028500,2509581,922786,2589721,3430674,822945,1034327,3906458,3982233,1057824,963742
2023-03-15 13:51:11.492135979,1.53,7,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2165009.0,799953,3733462,865010.3735789338,1512044,2923517,2719600,2517804,1101339,3005164,2625156,1382161,2239463,3733462,1420445,799953
2023-03-15 13:51:13.488147477,1.53,7,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2234977.5833333335,871396,3413182,842248.521021998,3263771,1259961,2232184,3362413,2335445,3413182,3057695,2086591,2036174,871396,1398294,1502625
