minutes,video_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
1307,64.14816930871976,11.77154270837506,19.95321750155962
1308,64.94180284173156,10.773349265023834,21.203127765256973
1309,59.6872385074646,11.569230218824595,19.792244444916765
1310,63.61859866790892,10.14513699137595,21.290844393479084
1311,69.91783647890925,10.59601743269258,21.399377396870328
1312,72.86379155031283,11.191051895275212,20.856711595025978
1313,65.03031526543747,10.042832673558522,20.93659596647587
1314,66.84320658668082,9.575505462744127,22.21780256391137
1315,70.83331379834758,9.097001473981573,20.918806330885605
1316,73.81440508918823,9.309110024711249,20.77220992669715
1317,75.42741381877698,9.804581642751241,22.728609960789754
