minutes,video_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
1307,47.036923475165985,9.396700715145297,16.976027729996293
1308,47.30665206895542,8.759116867942625,18.742765257552406
1309,43.58828936343506,9.326081876076751,17.453998157614183
1310,46.344460631598814,8.151801552607369,18.554153713175587
1311,50.60933652987022,8.628617669338658,18.953638737048923
1312,52.89528967146922,9.22945388278021,18.251670965404948
1313,46.37089071213921,8.236532794350191,18.637882779121586
1314,48.18915556983113,7.742147333586854,19.334594874339164
1315,52.10512796824194,7.363466725200567,17.768529764191694
1316,54.54059251008804,7.640007954485028,17.21753377909857
1317,55.468865789112336,8.217670790367041,19.100683523926563
