minutes,video_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
1307,28.809916070317854,3.7346241157923723,2.8235071071461713
1308,29.08877429815244,3.4378655074401476,2.6379017729411514
1309,26.800663036284558,3.5748581773373242,2.639670098890383
1310,28.861637831098786,3.0425421538437156,3.146737484249637
1311,31.4949509339602,3.3153351266871143,2.9681887087355934
1312,32.25874634106811,3.7929728073261053,2.7153105619042264
1313,28.020852299564527,3.648695587434412,3.470448363638577
1314,28.69932314606977,3.3758697578819588,4.251999135085311
1315,30.47573989537392,3.0403639154488107,3.725578161118749
1316,31.820546382657465,3.164403628719924,3.663838173478494
1317,32.80428859888692,3.153804560952307,4.0639416579226095
