minutes,video_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
1307,35.338253238401904,8.036918592582689,17.129710394413454
1308,35.853028543579114,7.3354837575836855,18.565225992315824
1309,32.886575471180045,7.994372041487272,17.152574346026384
1310,34.10869356772585,7.383636082837019,18.03776203378435
1311,37.83402048532738,7.5097451697024855,18.3480974108381
1312,40.04734521168206,7.547709080322236,18.266375829177406
1313,36.62166046584971,6.500932805465447,17.56100151982626
1314,37.831234714225545,6.285237300088948,18.043865008363987
1315,39.9035641635852,6.2901329369945005,17.22047562877618
1316,41.607811121405966,6.329791384808578,17.12992515124892
1317,42.29877901888014,6.812477114312355,18.68349580065341
