minutes,video_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
1307,29.184063973686424,7.139171388069433,16.095782552883946
1308,29.55748416057863,6.522966558459243,17.67985432126166
1309,27.1396589335092,7.114104539722727,16.312630836711133
1310,27.930825284742852,6.608071159175696,17.054538567894678
1311,30.92380299974266,6.754697886323336,17.469421896296044
1312,32.89554439511938,6.8018903484951005,17.330359814623534
1313,29.932761741514746,5.822688235660254,16.735019667370125
1314,31.140696381813356,5.603035741780573,17.00757175114927
1315,33.18348568724869,5.647131428685845,16.088018780017855
1316,34.69492072148477,5.655418103270453,15.887319097251398
1317,35.13984065913401,6.17732180082982,17.41030793962608
