minutes,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
1221,21.26292425239536,19.930073072204834,10.92078580048244
1222,22.297189774298143,18.421094920880677,10.264159951357424
1223,23.133764409046364,18.779989328331975,10.411733222160121
