minutes,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
1221,0.5298123666666666,0.7618542833333334,0.34572625
1222,0.6022039666666666,0.5481851166666666,0.4099108333333333
1223,0.6958138666666668,0.5036760666666666,0.32576261666666667
