minutes,dd-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
936,7.324396394833603,23.238232882756815,53.06194675501754
937,7.455583497733775,27.840761970055297,51.265704292729154
938,6.519977298596517,24.04225265147841,46.308702782706774
939,7.586796719350682,27.034213397478908,48.8383921815699
940,9.078702999395855,30.486757533774657,53.99880774594012
