minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
945,21.736984117386452,36.73006598016366,27.049495415753363
946,19.282835745738474,26.481059785238628,30.655148554159773
947,21.419713717118416,30.212626991282285,27.66574879745499
948,13.977008251377534,23.712221164806916,33.2815054296276
949,0.0,18.71806136293112,27.93582629453094
