minutes,image_processing-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,pyaes-0-0.0.1
1193,5.836796572388267,3.978537073953017,10.250515049361535,10.008774097452989
1194,5.395170240649737,3.936776342746059,8.539199831459475,11.123387024994667
1195,6.430502246777031,4.657669579171083,7.762578780667085,7.589368349086918
1196,6.90389429628779,4.5885344301590125,8.767097131967533,10.719508875631968
1197,5.844322101034723,5.425453695168832,8.27511833290103,9.656492980862122
1198,5.623916258137489,4.267799473348091,10.139952388112654,6.494499705691989
1199,6.762476968489825,6.621984161968821,7.895404958944025,7.994848317985037
1200,6.142744505662855,8.443500958770583,7.887104028414181,6.629443911257026
1201,8.524245904986515,5.744246248122958,10.698369727859642,7.631396964945441
1202,7.998852740587158,6.273083756873668,9.689446710585532,9.935653722861145
1203,7.76417946165012,5.106014331034622,10.823812962607521,9.757009759243683
1204,23.181394484671873,22.6687264171556,73.51198791193404,32.44658450536088
