minutes,cnn_image_classification-0-0.0.1,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1193,34.39302805860658,3.8038150968241804,10.638072446585825,16.733492178795412
1194,28.651139770750067,3.763888335588395,9.833169816677636,18.596993794857394
1195,26.04538294173386,4.453122726255363,11.720152984731508,12.688530550785558
1196,29.41579190901921,4.387023725882844,12.582951414636801,17.921757068786523
1197,27.76508064631171,5.187188730228092,10.65178838099385,16.144519618138787
1198,34.02206282493241,4.080374209209006,10.250079447795205,10.858039053757997
1199,26.49104781363518,6.331172201746103,12.325205961345842,13.366445330572779
1200,26.463196126646707,8.07269501829965,11.19568932404478,11.083649881458758
1201,35.89569191984574,5.4919811459180075,15.536183994957106,12.758797449399362
1202,32.51050420244964,5.997594154458894,14.578608983304031,16.611243519326262
1203,36.31658517951808,4.8817779088061535,14.15089639958646,16.31257183997019
1204,246.65100736148605,21.673203534001267,42.250119715911204,54.24687007245454
