minutes,cnn_image_classification-0-0.0.1,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1193,4.444908747236064,3.922545756562696,5.445433013317151,8.912511889607588
1194,4.260292939160924,3.246059919672102,5.842011384271882,8.1904297789568
1195,3.934300345505535,4.148577722531554,5.04231843337883,7.882983952290616
1196,4.288463113428953,3.531837876347302,5.743267621828697,9.658238518297392
1197,4.860343588851268,2.774893623294651,4.333210033164311,7.195904212042142
1198,4.011748101271709,3.554427975946305,5.442812025769723,7.353509300882376
1199,3.588660735945681,4.739945589236003,5.459240962843885,7.264805164445685
1200,4.920714986089294,4.021726743580507,5.310662410546007,5.80324565286191
1201,5.3859753140410564,3.9452704830356713,5.878201647159514,8.345820397580715
1202,5.114554569759238,3.8908912260591637,5.972144115300924,7.753809148189608
1203,4.759243195299138,3.79279816096048,5.495465713208384,8.59585319298665
1204,24.26470944817134,13.390322568184235,22.11797683909775,38.37019534454235
