minutes,cnn_image_classification-0-0.0.1,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1193,14.91377462746691,3.750282701770045,9.924778117630197,14.90067080604026
1194,14.294342663647091,3.103505509218849,10.647576897516263,13.693434511827375
1195,13.200556413249258,3.966388217072664,9.190066524982692,13.179421278455361
1196,14.388860606340762,3.3767332021458425,10.467607750829137,16.147437951266948
1197,16.30766187073128,2.653031016217694,7.897654421800895,12.030704827498353
1198,13.460412900880875,3.398331231847768,9.920001138500405,12.294201984669433
1199,12.040849536813003,4.531785491833276,9.949944313776054,12.145899109728147
1200,16.51022292733634,3.845108043025801,9.679146902259118,9.702343643514267
1201,18.071287072576354,3.772009446053772,10.713536818113957,13.953229335457491
1202,17.160602952918005,3.720018315948303,10.884755185844472,12.963456210898116
1203,15.968444899151775,3.6262331192841946,10.015967090817837,14.371254738531809
1204,81.41413664251664,12.802271334774098,40.31194801259855,64.1504501395574
