minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1
1390,1.6950359746444936,-3.2385850807763092,2.420222618964769
1391,1.621659872746776,-4.447814538751489,2.3359766376760134
1392,1.5948115242765588,-4.210171032097829,2.138998250898256
1393,0.9458996602100214,-4.09814625925307,2.6725027089902187
1394,1.0024711686773031,-3.6667906036178666,2.5123799957872506
1395,0.8865855652102207,-4.124227837146907,2.8578430674190476
1396,1.1476626719942666,-4.309744085055461,2.68949670071884
1397,0.8639252734010175,-3.9272183960524556,2.536122765896008
1398,1.2421292119404976,-4.037463173524276,2.2349065855253536
1399,1.0055649681580083,-3.2638204197420406,2.3360552112257524
1400,1.6659220026226955,-4.866560097078965,2.4773240499996296
1401,1.6865034026796832,-4.907915252646424,2.2482245067604865
1402,0.6400580204991726,-2.7692875254050495,2.3879270203266416
1403,1.330859649620467,-3.6802439671792504,2.2858196883111566
1404,1.6246271706795752,-4.717119403342,2.278073481144079
1405,1.2112796763011873,-4.40658100461445,2.4879325170520294
1406,0.8650174743123681,-3.8103753858830527,2.6889838235513106
1407,1.2858629659347343,-4.427551117240585,2.3536476706431437
1408,0.9503644557190672,-3.5351231846345237,2.2390871949707214
1409,1.0851916075712726,-3.6185060183173428,2.365408413686628
1410,1.1443483162239816,-3.3420024374060557,2.096092048182222
1411,1.712543471154327,-5.0569447449590905,2.586800727400303
1412,1.5589342058500446,-4.5907206724499305,2.1972060103109885
1413,-0.1513079175917151,-2.900325107468375,3.063394442313134
