,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1
0,37.194578,193.91086099999998,8.043697999999997
1,34.582176000000004,197.93562699999998,7.185220999999999
2,34.578343000000004,195.51280400000002,9.604824
3,44.820372000000006,190.05637000000002,4.828615999999999
4,48.202825,185.06950600000005,6.441418999999999
5,46.12224199999999,190.42933600000003,3.175874
6,42.843821999999996,192.50381099999998,4.4128549999999995
7,47.060927,187.49981499999998,5.151422
8,41.09359100000001,189.227379,8.783216
9,50.53316100000001,180.43098200000003,8.711972
10,31.818762000000003,202.351947,5.562386999999999
11,30.077535,202.085904,7.559002
12,60.81916200000001,170.48394999999996,8.386459
13,42.67133300000001,187.94916400000005,9.115127999999999
14,32.272218,199.83475700000002,7.600198999999998
15,39.817197,193.920091,5.967947
16,50.449689,184.51539,4.767677
17,36.370476,197.23397900000006,6.136499
18,50.399722,180.69686299999998,8.636707
19,47.11435600000001,183.869818,8.72786
20,45.848187999999986,182.71735799999996,11.127881000000002
21,31.010864,203.960895,4.749473
22,33.841922000000004,197.515847,8.365665
23,60.08426100000001,150.08901799999995,1.6018059999999998
