minute,perf_rapl,igpm,x_rest
1306,36.71910714285714,60.392218169854495,23.67311102699735
1307,38.7535,63.604206189250846,24.850706189250847
1308,44.067,69.18738496508232,25.1203849650823
1309,38.25416666666667,62.60509804197146,24.35093137530479
1310,39.75183333333334,65.09845348944235,25.346620156109015
1311,39.718333333333334,64.32600469435776,24.607671361024423
1312,36.41383333333333,59.01918753933981,22.605354206006478
1313,38.935500000000005,63.02384971539639,24.088349715396383
1314,43.037666666666674,69.19505276507361,26.157386098406953
1315,44.71716666666667,71.54485489866447,26.827688231997797
1316,32.94482142857143,55.01496521973562,22.07014379116419
