minutes,image_processing-0-0.0.1,model_training-0-0.0.1,pyaes-0-0.0.1
1306,35.99208808693715,134.56125636294328,37.7410924532381
1307,31.687065946380383,90.26630961293192,30.020278164653707
1308,28.38099743692674,90.57480469237974,30.302831028722373
1309,36.78559966320406,133.9476099468864,38.189525760224626
1310,22.95792092223736,84.83070704864362,28.234156945484564
1311,35.28697162228415,123.55729989237602,39.53862169112885
1312,43.034241171800716,141.50891682692296,44.97902944003503
1313,32.20915337090739,126.87691919990908,35.68689374285234
1314,31.267950624542898,115.33273097965566,38.71018023419373
1315,26.281686418326323,92.89502682870767,32.07011400777107
1316,46.349844874386484,168.58840935265223,48.70614823436589
