minutes,image_processing-0-0.0.1,model_training-0-0.0.1,pyaes-0-0.0.1
1306,12.996132646669267,62.34026685088106,13.355678778903929
1307,8.363855661190447,47.882638864879915,14.77065579535707
1308,9.641432786636667,40.68930928198058,10.102628161831081
1309,10.442336183809948,68.28737638140474,11.854411889422648
1310,8.134766044545218,40.11255938508771,8.820313761579447
1311,11.233739595507862,54.59738010888166,10.229375323296365
1312,12.223527950017512,80.44300077381364,14.019741360682891
1313,14.85602515291246,64.31919664770419,11.697367473161716
1314,14.122346279221164,60.60831327993731,14.11007842874163
1315,11.098219636840698,44.191551918692056,10.760292305829182
1316,17.175930597516437,77.69954211562344,15.86002750546341
