minutes,image_processing-0-0.0.1,model_training-0-0.0.1,pyaes-0-0.0.1
1306,3.5916371028139547,3.2812971448253805,3.903150522947956
1307,4.77262574257336,1.5292101476500999,4.208884100509001
1308,3.4072508647743716,1.7387344018924336,4.627716752305914
1309,3.5917909712387885,2.3931817644392797,4.659182718995888
1310,2.5442487066314445,1.6729568895804112,4.743961844096118
1311,4.708455241366025,2.5399216848375814,4.571639426698431
1312,3.5548916509768134,2.9589723519842206,4.357793211430003
1313,3.265135085996214,2.7346636013330983,3.442492033424244
1314,4.193071687536995,2.256654025577071,4.517626897892012
1315,3.3713644816864154,2.008716639476433,4.181489094563682
1316,3.596680571264343,4.431907384826304,3.101785763698472
