timestamp,VDD_GPU_SOC_current,VDD_CPU_CV_current,VIN_SYS_5V0_current,VDDQ_VDD2_1V8AO_current,tegra,load_avg_1minute,cpu_pct,cpu_pct_process
2023-09-19 17:56:51,4.755,0.792,5.132,0.704,11.383,2.92,,0
2023-09-19 17:56:52,4.755,0.792,5.132,0.704,11.383,2.92,,0
2023-09-19 17:56:53,4.755,0.792,5.132,0.704,11.383,2.92,,0
2023-09-19 17:56:54,4.755,0.792,5.132,0.704,11.383,2.92,0.0,0
2023-09-19 17:56:55,4.755,0.792,5.132,0.704,11.383,2.92,0.0,0
2023-09-19 17:56:56,4.755,0.792,4.83,0.704,11.280319774103502,2.88,,0
2023-09-19 17:56:57,4.755,0.792,4.73,0.704,11.182465087669458,2.84,,0
2023-09-19 17:56:58,4.755,0.792,4.83,0.704,11.150163435395303,2.8,,0
2023-09-19 17:56:59,4.755,0.792,4.73,0.704,11.09728038285765,2.76,0.0,0
2023-09-19 17:57:00,4.755,0.792,4.73,0.704,11.061382234150898,2.76,0.0,0
2023-09-19 17:57:01,4.755,0.792,4.73,0.704,11.036781119486289,2.7133333333333334,,0
2023-09-19 17:57:03,4.755,0.792,4.83,0.704,11.050232974630845,2.6666666666666665,,0
2023-09-19 17:57:04,4.755,0.792,4.73,0.704,11.029259875964094,2.62,0.0,0
2023-09-19 17:57:05,4.755,0.792,4.73,0.704,11.014683049776373,2.62,0.0,0
2023-09-19 17:57:06,4.755,0.792,4.73,0.704,11.004529932293696,2.5875000000000004,,0
2023-09-19 17:57:07,4.755,0.792,4.73,0.704,10.997447415326123,2.555,,0
2023-09-19 17:57:08,4.755,0.792,4.73,0.704,10.99250168545146,2.5225,,0
2023-09-19 17:57:09,4.755,0.792,4.73,0.704,10.98904555180099,2.49,0.0,0
2023-09-19 17:57:10,4.755,0.792,4.83,0.704,11.016663367519357,2.49,0.0,0
2023-09-19 17:57:11,4.755,0.792,4.73,0.704,11.005955813463503,2.46,,0
2023-09-19 17:57:12,4.755,0.792,4.73,0.704,10.998464885397564,2.43,,0
2023-09-19 17:57:13,4.755,0.792,4.73,0.704,10.993223370439745,2.4000000000000004,,0
2023-09-19 17:57:14,4.755,0.792,4.83,0.704,11.019563568290021,2.37,0.0,0
2023-09-19 17:57:15,4.755,0.792,4.73,0.704,11.00799228096154,2.37,0.0,0
2023-09-19 17:57:16,4.755,0.792,4.73,0.704,10.999893510572397,2.3425000000000002,,0
2023-09-19 17:57:17,4.755,0.792,4.73,0.704,10.994224925263348,2.315,,0
2023-09-19 17:57:18,4.755,0.792,4.73,0.704,10.990257186954885,2.2874999999999996,,0
2023-09-19 17:57:19,4.755,0.792,4.73,0.704,10.987479903117102,2.26,0.0,0
2023-09-19 17:57:20,4.755,0.792,4.73,0.704,10.985535869585924,2.26,0.0,0
2023-09-19 17:57:21,4.755,0.792,4.73,0.704,10.984175078038803,2.2266666666666666,,0
2023-09-19 17:57:23,4.755,0.792,4.73,0.704,10.983222539598453,2.1933333333333334,,0
2023-09-19 17:57:24,4.755,0.792,4.73,0.704,10.982555770354935,2.16,0.0,0
2023-09-19 17:57:25,4.755,0.792,4.73,0.704,10.982089035640133,2.16,0.0,0
2023-09-19 17:57:26,4.755,0.792,4.73,0.704,10.981762323180025,2.1375,,0
2023-09-19 17:57:27,4.755,0.792,4.73,0.704,10.981533625359667,2.115,,0
2023-09-19 17:57:28,4.755,0.792,4.73,0.704,10.981373537327256,2.0925,,0
2023-09-19 17:57:29,4.755,0.792,4.83,0.704,11.01126153160752,2.07,0.0,0
2023-09-19 17:57:30,4.755,0.792,4.73,0.704,11.00218306032917,2.07,0.0,0
2023-09-19 17:57:31,4.755,0.792,4.73,0.704,10.995828136450339,2.0475,,0
2023-09-19 17:57:32,4.757,0.792,4.73,0.704,10.991979693065007,2.025,,0
2023-09-19 17:57:33,4.757,0.792,4.73,0.704,10.989285783944892,2.0025,,0
2023-09-19 17:57:34,4.755,0.792,4.73,0.704,10.986800047985941,1.98,0.0,0
2023-09-19 17:57:35,4.755,0.792,4.73,0.704,10.985060033210173,1.98,0.0,0
2023-09-19 17:57:36,4.755,0.792,4.73,0.704,10.983842023060928,1.96,,0
2023-09-19 17:57:37,4.755,0.792,4.73,0.704,10.982989416051415,1.94,,0
2023-09-19 17:57:38,4.755,0.792,4.73,0.704,10.982392591191287,1.92,,0
2023-09-19 17:57:39,4.755,0.792,4.73,0.704,10.981974813811997,1.9,0.0,0
2023-09-19 17:57:40,4.755,0.792,4.73,0.704,10.981682369657666,1.9,0.0,0
2023-09-19 17:57:41,4.755,0.792,4.73,0.704,10.981477658755107,1.9833333333333332,,0
2023-09-19 17:57:42,4.755,0.792,4.83,0.704,11.011334361665536,2.0666666666666664,,0
2023-09-19 17:57:44,4.755,0.792,4.83,0.704,11.032234053428988,2.15,0.0,0
2023-09-19 17:57:45,4.755,0.792,4.83,0.704,11.046863837529216,2.15,0.0,0
2023-09-19 17:57:46,4.755,0.792,4.73,0.704,11.027104686148563,2.1275,,0
2023-09-19 17:57:47,4.755,0.792,4.73,0.704,11.013273280244269,2.105,,0
2023-09-19 17:57:48,4.755,0.792,4.83,0.704,11.033591296232402,2.0825,,0
2023-09-19 17:57:49,4.755,0.792,4.73,0.704,11.0178139073293,2.06,0.0,0
2023-09-19 17:57:50,4.755,0.792,4.73,0.704,11.006769735114153,2.06,0.0,0
2023-09-19 17:57:51,4.755,1.188,4.931,0.704,11.17813881475758,2.0375,,0
2023-09-19 17:57:52,4.755,1.188,4.931,0.805,11.328397170439356,2.015,,0
2023-09-19 17:57:53,5.152,2.773,5.443,1.006,12.24207801977172,1.9925,,0
2023-09-19 17:57:54,5.152,3.565,5.544,1.107,13.179854614173692,1.97,4.0,0
2023-09-19 17:57:55,5.152,3.565,5.544,1.107,13.836298230084994,1.97,4.0,0
2023-09-19 17:57:56,5.152,3.961,5.644,1.207,14.474608761170723,1.9725,,0
2023-09-19 17:57:57,5.548,3.565,5.846,1.408,15.042326132888753,1.975,,0
