seconds,VDD_GPU_SOC_current,VDD_CPU_CV_current,VIN_SYS_5V0_current,VDDQ_VDD2_1V8AO_current,tegra,load_avg_1minute,cpu_pct,cpu_pct_process
64611,4.755,0.792,5.132,0.704,11.383,2.92,,0.0
64612,4.755,0.792,5.132,0.704,11.383,2.92,,0.0
64613,4.755,0.792,5.132,0.704,11.383,2.92,,0.0
64614,4.755,0.792,5.132,0.704,11.383,2.92,0.0,0.0
64615,4.755,0.792,5.132,0.704,11.383,2.92,0.0,0.0
64616,4.755,0.792,4.83,0.704,11.280319774103502,2.88,,0.0
64617,4.755,0.792,4.73,0.704,11.182465087669458,2.84,,0.0
64618,4.755,0.792,4.83,0.704,11.150163435395303,2.8,,0.0
64619,4.755,0.792,4.73,0.704,11.09728038285765,2.76,0.0,0.0
64620,4.755,0.792,4.73,0.704,11.061382234150898,2.76,0.0,0.0
64621,4.755,0.792,4.73,0.704,11.036781119486289,2.7133333333333334,,0.0
64623,4.755,0.792,4.83,0.704,11.050232974630845,2.6666666666666665,,0.0
64624,4.755,0.792,4.73,0.704,11.029259875964094,2.62,0.0,0.0
64625,4.755,0.792,4.73,0.704,11.014683049776373,2.62,0.0,0.0
64626,4.755,0.792,4.73,0.704,11.004529932293696,2.5875000000000004,,0.0
64627,4.755,0.792,4.73,0.704,10.997447415326123,2.555,,0.0
64628,4.755,0.792,4.73,0.704,10.99250168545146,2.5225,,0.0
64629,4.755,0.792,4.73,0.704,10.98904555180099,2.49,0.0,0.0
64630,4.755,0.792,4.83,0.704,11.016663367519357,2.49,0.0,0.0
64631,4.755,0.792,4.73,0.704,11.005955813463503,2.46,,0.0
64632,4.755,0.792,4.73,0.704,10.998464885397564,2.43,,0.0
64633,4.755,0.792,4.73,0.704,10.993223370439745,2.4000000000000004,,0.0
64634,4.755,0.792,4.83,0.704,11.019563568290021,2.37,0.0,0.0
64635,4.755,0.792,4.73,0.704,11.00799228096154,2.37,0.0,0.0
64636,4.755,0.792,4.73,0.704,10.999893510572397,2.3425000000000002,,0.0
64637,4.755,0.792,4.73,0.704,10.994224925263348,2.315,,0.0
64638,4.755,0.792,4.73,0.704,10.990257186954885,2.2874999999999996,,0.0
64639,4.755,0.792,4.73,0.704,10.987479903117102,2.26,0.0,0.0
64640,4.755,0.792,4.73,0.704,10.985535869585924,2.26,0.0,0.0
64641,4.755,0.792,4.73,0.704,10.984175078038803,2.2266666666666666,,0.0
64643,4.755,0.792,4.73,0.704,10.983222539598453,2.1933333333333334,,0.0
64644,4.755,0.792,4.73,0.704,10.982555770354935,2.16,0.0,0.0
64645,4.755,0.792,4.73,0.704,10.982089035640133,2.16,0.0,0.0
64646,4.755,0.792,4.73,0.704,10.981762323180025,2.1375,,0.0
64647,4.755,0.792,4.73,0.704,10.981533625359667,2.115,,0.0
64648,4.755,0.792,4.73,0.704,10.981373537327256,2.0925,,0.0
64649,4.755,0.792,4.83,0.704,11.01126153160752,2.07,0.0,0.0
64650,4.755,0.792,4.73,0.704,11.00218306032917,2.07,0.0,0.0
64651,4.755,0.792,4.73,0.704,10.995828136450339,2.0475,,0.0
64652,4.757,0.792,4.73,0.704,10.991979693065007,2.025,,0.0
64653,4.757,0.792,4.73,0.704,10.989285783944892,2.0025,,0.0
64654,4.755,0.792,4.73,0.704,10.986800047985941,1.98,0.0,0.0
64655,4.755,0.792,4.73,0.704,10.985060033210173,1.98,0.0,0.0
64656,4.755,0.792,4.73,0.704,10.983842023060928,1.96,,0.0
64657,4.755,0.792,4.73,0.704,10.982989416051415,1.94,,0.0
64658,4.755,0.792,4.73,0.704,10.982392591191287,1.92,,0.0
64659,4.755,0.792,4.73,0.704,10.981974813811997,1.9,0.0,0.0
64660,4.755,0.792,4.73,0.704,10.981682369657666,1.9,0.0,0.0
64661,4.755,0.792,4.73,0.704,10.981477658755107,1.9833333333333332,,0.0
64662,4.755,0.792,4.83,0.704,11.011334361665536,2.0666666666666664,,0.0
64664,4.755,0.792,4.83,0.704,11.032234053428988,2.15,0.0,0.0
64665,4.755,0.792,4.83,0.704,11.046863837529216,2.15,0.0,0.0
64666,4.755,0.792,4.73,0.704,11.027104686148563,2.1275,,0.0
64667,4.755,0.792,4.73,0.704,11.013273280244269,2.105,,0.0
64668,4.755,0.792,4.83,0.704,11.033591296232402,2.0825,,0.0
64669,4.755,0.792,4.73,0.704,11.0178139073293,2.06,0.0,0.0
64670,4.755,0.792,4.73,0.704,11.006769735114153,2.06,0.0,0.0
64671,4.755,1.188,4.931,0.704,11.17813881475758,2.0375,,0.0
64672,4.755,1.188,4.931,0.805,11.328397170439356,2.015,,0.0
64673,5.152,2.773,5.443,1.006,12.24207801977172,1.9925,,0.0
64674,5.152,3.565,5.544,1.107,13.179854614173692,1.97,4.0,0.0
64675,5.152,3.565,5.544,1.107,13.836298230084994,1.97,4.0,0.0
64676,5.152,3.961,5.644,1.207,14.474608761170723,1.9725,,0.0
64677,5.548,3.565,5.846,1.408,15.042326132888753,1.975,,0.0
64678,5.548,4.357,6.048,1.408,15.73792829308152,1.9775,,0.0
64679,5.152,3.961,5.846,1.207,15.86634980516474,1.98,18.0,0.0
64680,5.152,2.773,5.644,1.207,15.539244863601633,1.98,18.0,0.0
64681,5.548,4.357,5.846,1.408,16.025171404535374,2.02,,0.0
64682,5.548,5.15,5.745,1.308,16.542919983185378,2.06,,0.0
64683,5.152,5.15,5.745,1.207,16.756243988232825,2.1,,0.0
64684,5.548,6.338,6.249,1.61,17.652870791771985,2.14,22.0,0.0
64685,5.548,4.357,6.048,1.509,17.59560955423999,2.14,22.0,0.0
64686,5.548,3.565,5.745,1.308,17.166726687965884,2.1975000000000002,,0.0
64687,5.944,5.546,6.249,1.61,17.821408681578376,2.255,,0.0
64688,5.548,4.357,6.048,1.509,17.713586077104605,2.3125,,0.0
64689,5.548,5.546,6.048,1.509,17.9948102539737,2.37,25.0,0.0
64690,5.548,4.357,5.745,1.207,17.653467177781188,2.37,25.0,0.0
