minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1323,3.0479964341715227,10.419542611407417,2.4772009530390995
1324,2.902074382571402,8.316665905266078,4.4982515257753635
1325,3.8246711699834406,5.255854367731533,5.7258494692568265
1326,,,
